,Technology,Capitalcost
216,TRHV_1_2,153.39463003499998
217,TRHV_2_9,153.39463003499998
218,TRHV_2_1,153.39463003499998
219,TRHV_2_3,153.39463003499998
220,TRHV_3_10,153.39463003499998
221,TRHV_3_2,153.39463003499998
222,TRHV_3_4,153.39463003499998
223,TRHV_3_377,153.39299986799998
224,TRHV_4_11,153.39463003499998
225,TRHV_4_3,153.39463003499998
226,TRHV_4_5,153.39463003499998
227,TRHV_4_378,153.39299986799998
228,TRHV_5_12,153.39463003499998
229,TRHV_5_4,153.39463003499998
230,TRHV_5_6,153.39463003499998
231,TRHV_6_13,153.39463003499998
232,TRHV_6_5,153.39463003499998
233,TRHV_6_7,153.39463003499998
234,TRHV_7_14,153.39463003499998
235,TRHV_7_6,153.39463003499998
236,TRHV_8_19,153.39463003499998
237,TRHV_8_9,153.39463003499998
238,TRHV_8_1,153.39463003499998
239,TRHV_9_10,153.39463003499998
240,TRHV_9_2,153.39463003499998
241,TRHV_10_9,153.39463003499998
242,TRHV_10_11,153.39463003499998
243,TRHV_10_3,153.39463003499998
244,TRHV_11_22,153.39463003499998
245,TRHV_11_10,153.39463003499998
246,TRHV_11_12,153.39463003499998
247,TRHV_11_4,153.39463003499998
248,TRHV_12_23,153.39463003499998
249,TRHV_12_11,153.39463003499998
250,TRHV_12_13,153.39463003499998
251,TRHV_12_5,153.39463003499998
252,TRHV_13_24,153.39463003499998
253,TRHV_13_12,153.39463003499998
254,TRHV_13_14,153.39463003499998
255,TRHV_13_6,153.39463003499998
256,TRHV_14_25,153.39463003499998
257,TRHV_14_13,153.39463003499998
258,TRHV_14_15,153.39463003499998
259,TRHV_14_7,153.39463003499998
260,TRHV_15_26,153.39463003499998
261,TRHV_15_14,153.39463003499998
262,TRHV_15_16,153.39463003499998
263,TRHV_16_27,153.39463003499998
264,TRHV_16_15,153.39463003499998
265,TRHV_17_31,153.39463003499998
266,TRHV_17_18,153.39463003499998
267,TRHV_18_32,153.39463003499998
268,TRHV_18_17,153.39463003499998
269,TRHV_19_35,153.39463003499998
270,TRHV_20_36,153.39463003499998
271,TRHV_20_19,153.39463003499998
272,TRHV_20_9,153.39463003499998
273,TRHV_21_37,153.39463003499998
274,TRHV_21_22,153.39463003499998
275,TRHV_21_10,153.39463003499998
276,TRHV_22_38,153.39463003499998
277,TRHV_22_23,153.39463003499998
278,TRHV_22_11,153.39463003499998
279,TRHV_23_39,153.39463003499998
280,TRHV_23_22,153.39463003499998
281,TRHV_23_24,153.39463003499998
282,TRHV_23_12,153.39463003499998
283,TRHV_24_40,153.39463003499998
284,TRHV_24_23,153.39463003499998
285,TRHV_24_25,153.39463003499998
286,TRHV_24_13,153.39463003499998
287,TRHV_25_41,153.39463003499998
288,TRHV_25_24,153.39463003499998
289,TRHV_25_26,153.39463003499998
290,TRHV_25_14,153.39463003499998
291,TRHV_26_25,153.39463003499998
292,TRHV_26_27,153.39463003499998
293,TRHV_26_15,153.39463003499998
294,TRHV_27_26,153.39463003499998
295,TRHV_27_28,153.39463003499998
296,TRHV_27_16,153.39463003499998
297,TRHV_28_44,153.39463003499998
298,TRHV_28_27,153.39463003499998
299,TRHV_28_29,153.39463003499998
300,TRHV_29_45,153.39463003499998
301,TRHV_29_28,153.39463003499998
302,TRHV_30_31,153.39463003499998
303,TRHV_31_30,153.39463003499998
304,TRHV_31_32,153.39463003499998
305,TRHV_31_17,153.39463003499998
306,TRHV_32_53,153.39463003499998
307,TRHV_32_31,153.39463003499998
308,TRHV_32_18,153.39463003499998
309,TRHV_33_54,153.39463003499998
310,TRHV_33_32,153.39463003499998
311,TRHV_34_55,153.39463003499998
312,TRHV_35_36,153.39463003499998
313,TRHV_35_19,153.39463003499998
314,TRHV_36_56,153.39463003499998
315,TRHV_36_35,153.39463003499998
316,TRHV_36_37,153.39463003499998
317,TRHV_37_57,153.39463003499998
318,TRHV_37_36,153.39463003499998
319,TRHV_37_38,153.39463003499998
320,TRHV_38_37,153.39463003499998
321,TRHV_38_39,153.39463003499998
322,TRHV_38_22,153.39463003499998
323,TRHV_39_59,153.39463003499998
324,TRHV_39_38,153.39463003499998
325,TRHV_39_40,153.39463003499998
326,TRHV_39_23,153.39463003499998
327,TRHV_40_60,153.39463003499998
328,TRHV_40_39,153.39463003499998
329,TRHV_40_41,153.39463003499998
330,TRHV_40_24,153.39463003499998
331,TRHV_41_61,153.39463003499998
332,TRHV_41_40,153.39463003499998
333,TRHV_41_25,153.39463003499998
334,TRHV_42_62,153.39463003499998
335,TRHV_42_41,153.39463003499998
336,TRHV_42_26,153.39463003499998
337,TRHV_43_63,153.39463003499998
338,TRHV_43_44,153.39463003499998
339,TRHV_43_27,153.39463003499998
340,TRHV_44_64,153.39463003499998
341,TRHV_44_45,153.39463003499998
342,TRHV_44_28,153.39463003499998
343,TRHV_45_65,153.39463003499998
344,TRHV_45_44,153.39463003499998
345,TRHV_45_46,153.39463003499998
346,TRHV_45_29,153.39463003499998
347,TRHV_46_66,153.39463003499998
348,TRHV_46_45,153.39463003499998
349,TRHV_46_47,153.39463003499998
350,TRHV_47_67,153.39463003499998
351,TRHV_47_46,153.39463003499998
352,TRHV_48_68,153.39463003499998
353,TRHV_48_47,153.39463003499998
354,TRHV_49_69,153.39463003499998
355,TRHV_49_50,153.39463003499998
356,TRHV_50_70,153.39463003499998
357,TRHV_51_71,153.39463003499998
358,TRHV_51_50,153.39463003499998
359,TRHV_51_30,153.39463003499998
360,TRHV_52_72,153.39463003499998
361,TRHV_52_53,153.39463003499998
362,TRHV_52_31,153.39463003499998
363,TRHV_53_54,153.39463003499998
364,TRHV_53_32,153.39463003499998
365,TRHV_54_53,153.39463003499998
366,TRHV_54_55,153.39463003499998
367,TRHV_55_54,153.39463003499998
368,TRHV_56_57,153.39463003499998
369,TRHV_56_36,153.39463003499998
