Fuel,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_20_0,0,0,0,0,0,808.4000112,1713.808024,2724.954758,3851.269391,5102.931943,6490.929431,8027.116063,9724.277745,11596.20121,13657.74809,14477.21298,15345.84576,16266.5965,17242.59229,18277.14783,19373.7767,20536.2033,21768.3755,23074.47803,24458.94671
EL3_20_1,6090.585016,6715.544567,7167.311731,7360.467862,7546.565132,8186.39504,8816.475724,9351.685445,9979.597989,10639.40782,11430.69969,12286.81298,13275.1611,14346.31779,15677.97265,17064.23204,18578.42018,20064.46003,21717.9258,23520.05006,25606.70914,27476.54666,30152.26804,32666.6101,35314.55056
EL3_21_0,0,0,0,0,0,100.9864176,214.0912053,340.4050164,481.1057565,637.4651274,810.855642,1002.758144,1214.769866,1448.613065,1706.144277,1808.512933,1917.023709,2032.045132,2153.96784,2283.20591,2420.198265,2565.41016,2719.33477,2882.494856,3055.444548
EL3_21_1,24.09701831,26.56963165,28.35702015,29.12123029,29.85751249,32.38895946,34.88183424,36.999358,39.48365467,42.09415096,45.2248477,48.61200632,52.52234379,56.76030818,62.02891724,67.51356575,73.50435633,79.38377997,85.92561378,93.05560556,101.3113416,108.7092367,119.2955608,129.2433978,139.7198084
EL3_22_0,0,0,0,0,0,114.2863181,242.2869944,385.2363211,544.4673338,721.4192173,917.6452444,1134.821286,1374.754929,1639.395253,1930.843297,2046.693895,2169.495529,2299.665261,2437.645176,2583.903887,2738.93812,2903.274407,3077.470872,3262.119124,3457.846272
EL3_23_0,0,0,0,0,0,185.2393608,392.707445,624.4048375,882.4921704,1169.302126,1487.352304,1839.359016,2228.252065,2657.190587,3129.580025,3317.354827,3516.396116,3727.379883,3951.022676,4188.084037,4439.369079,4705.731224,4988.075097,5287.359603,5604.601179
EL3_24_0,0,0,0,0,0,7.429298632,15.7501131,25.04267983,35.39365416,46.89659176,59.65246472,73.7702147,89.36734581,106.5705599,125.5164372,133.0474234,141.0302688,149.4920849,158.46161,167.9693066,178.047465,188.730313,200.0541317,212.0573796,224.7808224
EL3_25_0,0,0,0,0,0,0.468047194,0.992260051,1.577693482,2.229806787,2.954493993,3.758116359,4.647537231,5.630159388,6.71396507,7.907558861,8.382012392,8.884933136,9.418029124,9.983110872,10.58209752,11.21702338,11.89004478,12.60344746,13.35965431,14.16123357
EL3_26_0,0,0,0,0,0,4.276132307,9.065400492,14.41398678,20.37176798,26.99259258,34.33457776,42.46042783,51.43777543,61.3395472,72.24435559,76.57901693,81.17375794,86.04418342,91.20683443,96.67924449,102.4799992,108.6287991,115.1465271,122.0553187,129.3786378
EL3_27_0,0,0,0,0,0,99.62059739,211.1956665,335.8011097,474.5989017,628.8435448,799.8889889,989.1960496,1198.340357,1429.020876,1683.069032,1784.053174,1891.096364,2004.562146,2124.835875,2252.326027,2387.465589,2530.713524,2682.556336,2843.509716,3014.120299
EL3_28_0,0,0,0,0,0,71.84568487,152.3128519,242.1774345,342.2774408,453.5176091,576.8743988,713.4013398,864.2347659,1030.599958,1213.817729,1286.646792,1363.8456,1445.676336,1532.416916,1624.361931,1721.823647,1825.133066,1934.64105,2050.719513,2173.762684
EL3_29_0,0,0,0,0,0,36.54653687,77.47865817,123.1910665,174.1100406,230.6958038,293.4450625,362.8937273,439.6198296,524.2466468,617.4460507,654.4928138,693.7623826,735.3881255,779.5114131,826.2820978,875.8590237,928.4105651,984.115199,1043.162111,1105.751838
EL3_30_0,0,0,0,0,0,587.892706,1246.332537,1981.668733,2800.758476,3711.004981,4720.398336,5837.559276,7071.786094,8433.104917,9932.323569,10528.26298,11159.95876,11829.55629,12539.32967,13291.68944,14089.19081,14934.54226,15830.6148,16780.45168,17787.27878
EL3_31_0,0,0,0,0,0,220.8203906,468.1392281,744.3413726,1052.002473,1393.903277,1773.044968,2192.665611,2656.257769,3167.587389,3730.714036,3954.556878,4191.830291,4443.340109,4709.940515,4992.536946,5292.089163,5609.614513,5946.191383,6302.962866,6681.140638
EL3_32_0,0,0,0,0,0,306.8347013,650.4895667,1034.278411,1461.780154,1936.858705,2463.684272,3046.756217,3690.927531,4401.431081,5183.907717,5494.94218,5824.638711,6174.117034,6544.564056,6937.237899,7353.472173,7794.680503,8262.361334,8758.103014,9283.589194
EL3_32_1,1140.444404,1257.466269,1342.058362,1378.226289,1413.072463,1532.87876,1650.859543,1751.076013,1868.650819,1992.198299,2140.36541,2300.670142,2485.735466,2686.306454,2935.654968,3195.228025,3478.755369,3757.012027,4066.618703,4404.06125,4794.78212,5144.903779,5645.924859,6116.728127,6612.547308
EL3_33_0,0,0,0,0,0,724.8343223,1536.648763,2443.271534,3453.157101,4575.433159,5819.950978,7197.339376,8719.062559,10397.4821,12245.92336,12980.67877,13759.51949,14585.09066,15460.1961,16387.80787,17371.07634,18413.34092,19518.14137,20689.22986,21930.58365
EL3_33_1,7595.850946,8375.266976,8938.686751,9179.580718,9411.67125,10209.63279,10995.43563,11662.92048,12446.01933,13268.89876,14255.75554,15323.4541,16556.06887,17891.95804,19552.72655,21281.59491,23170.00914,25023.31834,27085.43216,29332.94486,31935.31415,34267.27521,37604.2914,40740.04395,44042.41326
EL3_34_0,0,0,0,0,0,958.4392293,2031.891166,3230.706954,4566.065828,6050.037223,7695.647347,9516.950553,11529.10581,13748.45868,16192.62911,17164.18686,18194.03807,19285.68036,20442.82118,21669.39045,22969.55388,24347.72711,25808.59073,27357.10618,28998.53255
EL3_34_1,27573.25757,30402.57046,32447.80788,33322.26308,34164.76145,37061.39532,39913.89257,42336.8906,45179.57225,48166.65911,51748.99061,55624.7812,60099.22452,64948.55824,70977.21759,77253.08226,84108.10514,90835.69526,98321.25494,106479.8203,115926.53,124391.6465,136505.1552,147888.0685,159875.8077
EL3_35_0,0,0,0,0,0,104.2607203,221.0327271,351.4420361,496.7047443,658.1337862,837.146176,1035.270771,1254.156591,1495.581735,1761.462932,1867.150708,1979.179751,2097.930536,2223.806368,2357.23475,2498.668835,2648.588965,2807.504303,2975.954561,3154.511835
EL3_36_0,0,0,0,0,0,215.8908371,457.6885747,727.7248338,1028.517765,1362.786039,1733.463841,2143.716951,2596.959963,3096.874756,3647.430268,3866.276084,4098.252649,4344.147808,4604.796676,4881.084477,5173.949546,5484.386518,5813.44971,6162.256692,6531.992094
EL3_37_0,0,0,0,0,0,117.2142414,248.4941919,395.1057651,558.4161479,739.901396,941.1545757,1163.894492,1409.975042,1681.395237,1980.309946,2099.128543,2225.076255,2358.580831,2500.095681,2650.101421,2809.107507,2977.653957,3156.313195,3345.691986,3546.433505
EL3_38_0,0,0,0,0,0,134.2987701,284.7133927,452.6942944,639.8079361,847.7455154,1078.332296,1333.537605,1615.485556,1926.466526,2268.949464,2405.086432,2549.391618,2702.355115,2864.496422,3036.366207,3218.548179,3411.66107,3616.360734,3833.342378,4063.342921
EL3_39_0,0,0,0,0,0,305.7332317,648.1544513,1030.565578,1456.532683,1929.905805,2454.840184,3035.819027,3677.677907,4385.630904,5165.298621,5475.216538,5803.72953,6151.953302,6521.0705,6912.33473,7327.074814,7766.699303,8232.701261,8726.663337,9250.263137
EL3_39_1,728.7878558,803.5693308,857.6269332,880.7396296,903.0076761,979.5685098,1054.96277,1119.00495,1194.139775,1273.091369,1367.775853,1470.216746,1588.480609,1716.653188,1875.996483,2041.873653,2223.058536,2400.875247,2598.725826,2814.364598,3064.050268,3287.79148,3607.963228,3908.824632,4225.672167
EL3_40_0,0,0,0,0,0,49.86855449,105.7213355,168.0969235,237.5769852,314.7895054,400.4122508,495.1764835,599.8709401,715.346096,842.5187353,893.0698594,946.654051,1003.453294,1063.660492,1127.480121,1195.128928,1266.836664,1342.846864,1423.417676,1508.822736
EL3_41_0,0,0,0,0,0,25.69902717,54.4819376,86.62628078,122.4318102,162.2221485,206.3465729,255.1819284,309.134679,368.6431047,434.1796567,460.2304361,487.8442623,517.114918,548.1418131,581.0303218,615.8921412,652.8456696,692.0164098,733.5373944,777.5496381
EL3_42_0,0,0,0,0,0,78.28148234,165.9567426,263.8712207,372.9379919,494.1428392,628.5496915,777.3064518,941.6512445,1122.919109,1322.549173,1401.902123,1486.016251,1575.177226,1669.687859,1769.869131,1876.061279,1988.624955,2107.942453,2234.419,2368.48414
EL3_42_1,1185.894006,1307.57949,1395.542792,1433.152102,1469.386985,1593.967867,1716.650484,1820.860834,1943.121294,2071.592454,2225.6644,2392.357683,2584.798329,2793.36258,3052.648265,3322.565966,3617.392594,3906.738485,4228.683773,4579.574261,4985.866349,5349.941245,5870.929285,6360.495257,6876.07409
EL3_43_0,0,0,0,0,0,76.80701347,162.8308686,258.901081,365.9135278,484.8354243,616.7106598,762.6655159,923.9147964,1101.768395,1297.638332,1375.496631,1458.026429,1545.508015,1638.238496,1736.532806,1840.724774,1951.168261,2068.238356,2192.332658,2323.872617
EL3_43_1,2437.631072,2687.758246,2868.568739,2945.875498,3020.357093,3276.435821,3528.612623,3742.819278,3994.128327,4258.203608,4574.901864,4917.543554,5313.109512,5741.817891,6274.78529,6829.607029,7435.629611,8030.386422,8692.152004,9413.415079,10248.55735,10996.92127,12067.82358,13074.13715,14133.92072
EL3_44_0,0,0,0,0,0,44.51551044,94.37288213,150.0528826,212.0747407,280.9990315,357.430768,442.0227164,535.4789479,638.5586454,752.0801823,797.2049933,845.0372929,895.7395305,949.4839023,1006.452936,1066.840113,1130.850519,1198.701551,1270.623644,1346.861062
EL3_44_1,303.8771773,335.0582451,357.5982359,367.2353627,376.5203021,408.4432957,439.8798719,466.583057,497.9114583,530.831309,570.3111848,613.0251913,662.3367825,715.7799363,782.2201086,851.3846618,926.9319561,1001.074849,1083.571114,1173.484386,1277.593938,1370.885624,1504.385224,1629.833135,1761.946662
EL3_45_0,0,0,0,0,0,4.603528793,9.759481042,15.51757486,21.9315058,29.05924518,36.96335987,45.71135504,55.37604153,66.03592953,77.77565033,82.44218935,87.38872072,92.63204396,98.1899666,104.0813646,110.3262465,116.9458213,123.9625705,131.4003248,139.2843442
EL3_46_0,0,0,0,0,0,56.3819936,119.5298264,190.052424,268.607426,355.9048394,452.7109557,559.8525486,678.2213731,808.7789874,952.5619185,1009.715634,1070.298572,1134.516486,1202.587475,1274.742724,1351.227287,1432.300924,1518.23898,1609.333319,1705.893318
EL3_47_0,0,0,0,0,0,467.8099652,991.7571263,1576.893831,2228.676614,2952.996514,3756.211566,4645.181636,5627.305754,6710.562111,7903.550931,8377.763987,8880.429826,9413.255616,9978.050953,10576.73401,11211.33805,11884.01833,12597.05943,13352.883,14154.05598
EL3_48_0,0,0,0,0,0,501.7633463,1063.738294,1691.343888,2390.432695,3167.32332,4028.835263,4982.326276,6035.732403,7197.61089,8477.18616,8985.817329,9524.966369,10096.46435,10702.25221,11344.38734,12025.05059,12746.55362,13511.34684,14322.02765,15181.34931
EL3_48_1,12693.06091,13995.50552,14937.00919,15339.5555,15727.39082,17060.82595,18373.94324,19489.34505,20797.94384,22173.01805,23822.10691,25606.2866,27666.04981,29898.3899,32673.62022,35562.64892,38718.28705,41815.26284,45261.16199,49016.87229,53365.56635,57262.39423,62838.72137,68078.72653,73597.15693
EL3_49_0,0,0,0,0,0,361.5782699,766.5459321,1218.808032,1722.582019,2282.421175,2903.239734,3590.339805,4349.440221,5186.707463,6108.78879,6475.316117,6863.835084,7275.665189,7712.205101,8174.937407,8665.433651,9185.35967,9736.481251,10320.67013,10939.91033
EL3_49_1,4570.265861,5039.224309,5378.222294,5523.163194,5662.80725,6142.924149,6615.725403,7017.337188,7488.511509,7983.620985,8577.392225,9219.804293,9961.443016,10765.2198,11764.46974,12804.69395,13940.9136,15056.01128,16296.74237,17649.02411,19214.8157,20617.90827,22625.72165,24512.43888,26499.40595
EL3_50_0,0,0,0,0,0,414.6381066,879.032786,1397.66213,1975.362477,2617.355282,3329.275918,4117.204552,4987.699229,5947.83133,7005.223567,7425.536981,7871.0692,8343.333352,8843.933353,9374.569354,9937.043515,10533.26613,11165.26209,11835.17782,12545.28849
EL3_51_0,0,0,0,0,0,359.2611984,761.6337407,1210.997648,1711.543342,2267.794928,2884.635149,3567.332134,4321.568071,5153.469925,6069.642356,6433.820897,6819.850151,7229.04116,7662.783629,8122.550647,8609.903686,9126.497907,9674.087782,10254.53305,10869.80503
EL3_51_1,8475.928304,9345.64974,9974.348968,10243.15361,10502.13482,11392.55051,12269.39874,13014.22033,13888.05128,14806.27192,15907.46879,17098.87402,18474.30311,19964.97228,21818.16225,23747.34232,25854.55371,27922.5927,30223.62902,32731.54507,35635.43243,38237.58127,41961.23385,45460.3038,49145.29521
EL3_52_0,0,0,0,0,0,182.3451461,386.5717097,614.6490184,868.7039461,1151.032729,1464.113631,1810.620523,2193.437434,2615.67414,3080.682876,3265.523849,3461.455279,3669.142596,3889.291152,4122.648621,4370.007538,4632.207991,4910.14047,5204.748898,5517.033832
EL3_52_1,2600.666039,2867.522355,3060.425914,3142.903145,3222.366259,3495.572184,3764.615212,3993.148553,4261.265791,4543.003098,4880.882939,5246.441377,5668.463792,6125.845279,6694.458893,7286.388521,7932.943436,8567.479095,9273.505243,10043.00823,10934.00694,11732.42334,12874.95032,13948.5687,15079.23329
EL3_53_0,0,0,0,0,0,430.6696284,913.0196122,1451.701183,2051.737672,2718.552416,3457.998673,4276.391693,5180.543079,6177.797622,7276.072754,7712.63712,8175.395347,8665.919068,9185.874212,9737.026664,10321.24826,10940.52316,11596.95455,12292.77182,13030.33813
EL3_54_0,0,0,0,0,0,342.4151516,725.9201213,1154.212993,1631.287697,2161.456198,2749.372284,3400.057058,4118.926264,4911.81957,5785.031938,6132.133854,6500.061886,6890.065599,7303.469535,7741.677707,8206.178369,8698.549071,9220.462016,9773.689737,10360.11112
EL3_55_0,0,0,0,0,0,213.4634494,452.5425128,719.5425953,1016.953535,1347.463433,1713.973487,2119.613879,2567.760814,3062.054771,3606.420063,3822.805267,4052.173583,4295.303998,4553.022238,4826.203572,5115.775786,5422.722334,5748.085674,6092.970814,6458.549063
EL3_56_0,0,0,0,0,0,281.2130608,596.171689,947.9129855,1339.717019,1775.125051,2257.959065,2792.34271,3382.72374,4033.89806,4751.035493,5036.097622,5338.26348,5658.559289,5998.072846,6357.957217,6739.43465,7143.800729,7572.428772,8026.774499,8508.380968
EL3_57_0,0,0,0,0,0,154.8172412,328.2125513,521.8579566,737.5592454,977.2660001,1243.082352,1537.278509,1862.303108,2220.796456,2615.604715,2772.540998,2938.893458,3115.227065,3302.140689,3500.26913,3710.285278,3932.902395,4168.876539,4419.009131,4684.149679
EL3_58_0,0,0,0,0,0,446.0002901,945.5206151,1503.377778,2124.773926,2815.325452,3581.093975,4428.619549,5364.956254,6397.710333,7535.081059,7987.185923,8466.417078,8974.402103,9512.866229,10083.6382,10688.65649,11329.97588,12009.77444,12730.3609,13494.18256
EL3_58_1,25789.78218,28436.0913,30349.04001,31166.93428,31954.93872,34664.21441,37332.2083,39598.48356,42257.29674,45051.1748,48401.79628,52026.89552,56211.92582,60747.59812,66386.31567,72256.24897,78667.87975,84960.32029,91961.7039,99592.56232,108428.2461,116345.8274,127675.8182,138322.4693,149534.8253
EL3_59_0,0,0,0,0,0,224.5636885,476.0750196,756.9592811,1069.835784,1417.532414,1803.10123,2229.835188,2701.286057,3221.283622,3793.956266,4021.593642,4262.889261,4518.662617,4789.782374,5077.169316,5381.799475,5704.707443,6046.98989,6409.809283,6794.397841
EL3_60_0,0,0,0,0,0,363.0003483,769.5607384,1223.601574,1729.356891,2291.397881,2914.658105,3604.460523,4366.546462,5207.106656,6132.814506,6500.783376,6890.830379,7304.280202,7742.537014,8207.089235,8699.514589,9221.485464,9774.774592,10361.26107,10982.93673
EL3_60_1,532.0831481,586.6806037,626.1476983,643.0221237,659.2798758,715.1764293,770.2212753,816.9780437,871.8334775,929.4755089,998.6040192,1073.395431,1159.739088,1253.317032,1369.652508,1490.758323,1623.040196,1752.862989,1897.312376,2054.748804,2237.042645,2400.39461,2634.149866,2853.806768,3085.135038
EL3_61_0,0,0,0,0,0,29.3003096,62.11665635,98.7654836,139.5885502,184.954829,235.2625424,290.9413441,352.4546569,420.3021783,495.0225656,524.7239195,556.2073547,589.579796,624.9545838,662.4518588,702.1989703,744.3309085,788.990763,836.3302088,886.5100214
EL3_62_0,0,0,0,0,0,64.28495891,136.2841129,216.6917395,306.2576585,405.7913975,516.1666576,638.3260999,773.2864753,922.1441218,1086.080855,1151.245706,1220.320448,1293.539675,1371.152056,1453.421179,1540.62645,1633.064037,1731.047879,1834.910752,1945.005397
EL3_63_0,0,0,0,0,0,51.53190974,109.2476486,173.7037613,245.501316,325.2892437,413.767918,511.692992,619.8795103,739.206316,870.6207722,922.8580185,978.2294996,1036.92327,1099.138666,1165.086986,1234.992205,1309.091737,1387.637241,1470.895476,1559.149204
EL3_64_0,0,0,0,0,0,237.8628939,504.2693351,801.7882429,1133.19405,1501.482116,1909.885252,2361.891428,2861.262758,3412.055839,4018.643544,4259.762157,4515.347886,4786.268759,5073.444885,5377.851578,5700.522673,6042.554033,6405.107275,6789.413712,7196.778534
EL3_65_0,0,0,0,0,0,6.534207584,13.85252008,22.02550692,31.12938312,41.24643263,52.46546231,64.88228839,78.60025794,93.73080759,110.3940623,117.017706,124.0387684,131.4810945,139.3699601,147.7321577,156.5960872,165.9918524,175.9513636,186.5084454,197.6989521
EL3_66_0,0,0,0,0,0,34.85580528,73.89430719,117.4919484,166.0552871,220.0232554,279.8695809,346.1053817,419.2819482,499.9937232,588.8814962,624.2143859,661.6672491,701.3672841,743.4493211,788.0562804,835.3396572,885.4600366,938.5876388,994.9028971,1054.597071
EL3_67_0,0,0,0,0,0,10.08529726,21.38083018,33.99551999,48.04700158,63.6622771,80.97841647,100.1433084,121.316465,144.6698845,170.3889751,180.6123136,191.4490524,202.9359956,215.1121553,228.0188846,241.7000177,256.2020187,271.5741399,287.8685883,305.1407035
EL3_68_0,0,0,0,0,0,85.67269473,181.6261128,288.7855194,408.1502008,540.799016,687.8963484,850.6984841,1030.560449,1228.943336,1447.422151,1534.26748,1626.323529,1723.902941,1827.337117,1936.977344,2053.195985,2176.387744,2306.971009,2445.389269,2592.112625
EL3_69_0,0,0,0,0,0,409.1550169,867.4086358,1379.179731,1949.240686,2582.74391,3285.250253,4062.75948,4921.742912,5869.178423,6912.58792,7327.343196,7766.983787,8233.002815,8726.982983,9250.601962,9805.63808,10393.97637,11017.61495,11678.67184,12379.39215
EL3_70_0,0,0,0,0,0,119.9953251,254.3900892,404.4802419,571.6654085,757.4566663,963.4848796,1191.509634,1443.428814,1721.288861,2027.29577,2148.933516,2277.869527,2414.541698,2559.4142,2712.979052,2875.757795,3048.303263,3231.201459,3425.073546,3630.577959
EL3_71_0,0,0,0,0,0,46.73787715,99.08429956,157.5440363,222.662238,295.0274653,375.2749359,464.090004,562.2118906,670.4376795,789.6266003,837.0041963,887.2244481,940.457915,996.8853899,1056.698513,1120.100424,1187.30645,1258.544837,1334.057527,1414.100978
EL3_72_0,0,0,0,0,0,301.4992315,639.1783708,1016.29361,1436.361635,1903.179166,2420.843899,2993.776955,3626.74694,4324.895726,5093.766078,5399.392042,5723.355565,6066.756899,6430.762313,6816.608052,7225.604535,7659.140807,8118.689255,8605.81061,9122.159247
EL3_72_1,876.4187512,966.3487444,1031.35682,1059.151467,1085.930362,1178.000159,1268.667069,1345.682304,1436.037225,1530.98208,1644.846845,1768.039237,1910.259865,2064.396423,2256.017964,2455.49695,2673.384539,2887.221664,3125.150927,3384.471745,3684.736358,3953.800931,4338.830019,4700.637058,5081.668545
EL3_73_0,0,0,0,0,0,270.6260667,573.7272614,912.2263457,1289.279902,1708.29587,2172.952347,2687.217735,3255.372342,3882.031518,4572.170455,4846.500682,5137.290723,5445.528166,5772.259856,6118.595447,6485.711174,6874.853845,7287.345075,7724.58578,8188.060927
EL3_73_1,4491.838972,4952.749978,5285.930674,5428.384352,5565.632082,6037.510056,6502.197924,6896.917952,7360.006806,7846.62008,8430.20206,9061.590179,9790.502198,10580.48598,11562.58854,12584.96225,13701.68409,14797.64641,16017.08625,17346.16251,18885.08473,20264.09988,22237.45869,24091.79938,26044.66961
