,Technology,Capitalcost
74,TRLV_122_1,390.3683416
75,TRLV_122_0,9240.028173
76,TRLV_123_1,1469.33366
77,TRLV_123_0,8629.676089
78,TRLV_126_1,1908.013923
79,TRLV_126_0,14390.25212
80,TRLV_127_1,4589.968817
81,TRLV_127_0,8456.017942
82,TRLV_128_1,42.96761962
83,TRLV_128_0,6813.143499
84,TRLV_131_1,359.0791709
85,TRLV_131_0,5624.076904
86,TRLV_134_1,227.7888333
87,TRLV_134_0,3261.410945
88,TRLV_139_1,41.97559915
89,TRLV_139_0,6720.726251
90,TRLV_140_1,6767.037933
91,TRLV_140_0,10567.2678
92,TRLV_143_1,26685.66583
93,TRLV_143_0,13232.15026
94,TRLV_144_1,8861.435582
95,TRLV_144_0,11618.33078
96,TRLV_145_1,2688.401182
97,TRLV_145_0,8140.941413
98,TRLV_147_1,2062.536606
99,TRLV_147_0,6479.492285
100,TRLV_148_1,452.3060305
101,TRLV_148_0,7051.631606
102,TRLV_149_1,9.101569159
103,TRLV_149_0,4608.118939
104,TRLV_153_1,90.1870592
105,TRLV_153_0,3841.952007
106,TRLV_160_1,31731.44458
107,TRLV_160_0,21859.26115
108,TRLV_161_1,35497.67085
109,TRLV_161_0,7104.705039
110,TRLV_162_1,14958.12604
111,TRLV_162_0,8287.875213
112,TRLV_163_1,2456.971587
113,TRLV_163_0,8752.34637
114,TRLV_164_1,675.8498195
115,TRLV_164_0,10562.86379
116,TRLV_165_1,1108.890877
117,TRLV_165_0,9828.342045
118,TRLV_166_1,428.3441765
119,TRLV_166_0,8818.736386
120,TRLV_167_1,674.4280294
121,TRLV_167_0,6716.763814
122,TRLV_168_1,44.11218916
123,TRLV_168_0,3150.217588
124,TRLV_170_1,24.20145649
125,TRLV_170_0,3050.399118
126,TRLV_171_1,1048.080863
127,TRLV_171_0,4365.404405
128,TRLV_172_1,203.0649757
129,TRLV_172_0,3370.107884
130,TRLV_173_1,3949.25142
131,TRLV_173_0,7982.178012
132,TRLV_174_1,397.7910588
133,TRLV_174_0,5231.986851
134,TRLV_178_1,49899.41626
135,TRLV_178_0,7806.628597
136,TRLV_179_1,40236.99015
137,TRLV_179_0,2726.800044
138,TRLV_180_1,38135.61427
139,TRLV_180_0,2632.976605
140,TRLV_181_1,20339.47219
141,TRLV_181_0,4336.654591
142,TRLV_182_1,9334.245356
143,TRLV_182_0,10010.88831
144,TRLV_183_1,3140.164228
145,TRLV_183_0,9756.973124
146,TRLV_184_1,970.1306316
147,TRLV_184_0,8285.797546
148,TRLV_185_1,8.733093807
149,TRLV_185_0,7463.392847
150,TRLV_186_1,120.5655181
151,TRLV_186_0,6690.130863
152,TRLV_187_1,1116.735999
153,TRLV_187_0,6911.910674
154,TRLV_188_1,2067.268483
155,TRLV_188_0,9430.28082
156,TRLV_189_1,72.00401028
157,TRLV_189_0,3886.624322
158,TRLV_190_1,280.8916616
159,TRLV_190_0,7114.125832
160,TRLV_191_1,40.5661218
161,TRLV_191_0,8564.823498
162,TRLV_192_1,208.508792
163,TRLV_192_0,10180.40642
164,TRLV_193_1,349.0320439
165,TRLV_193_0,8455.433734
166,TRLV_197_1,18163.29303
167,TRLV_197_0,6032.514227
168,TRLV_198_1,43641.5815
169,TRLV_198_0,3156.132004
170,TRLV_199_1,50472.28275
171,TRLV_199_0,965.1754434
172,TRLV_200_1,32253.06575
173,TRLV_200_0,3034.685836
174,TRLV_201_1,15828.05371
175,TRLV_201_0,9753.106704
176,TRLV_202_1,6163.81516
177,TRLV_202_0,11704.81313
178,TRLV_203_1,6089.213227
179,TRLV_203_0,12767.67723
180,TRLV_204_1,9312.897752
181,TRLV_204_0,8958.510948
182,TRLV_205_1,2934.925298
183,TRLV_205_0,4806.562151
184,TRLV_206_1,8687.659941
185,TRLV_206_0,5723.867716
186,TRLV_207_1,20378.04419
187,TRLV_207_0,6779.905197
188,TRLV_208_1,25534.54046
189,TRLV_208_0,11311.55963
190,TRLV_209_1,182.4999191
191,TRLV_209_0,4802.046787
192,TRLV_217_1,4680.535736
193,TRLV_217_0,4424.281348
194,TRLV_218_1,17744.59487
195,TRLV_218_0,6918.920917
196,TRLV_219_1,30867.63185
197,TRLV_219_0,587.4283395
198,TRLV_220_1,27422.36391
199,TRLV_220_0,2983.089133
200,TRLV_221_1,19192.74867
201,TRLV_221_0,8321.97119
202,TRLV_222_1,26708.45055
203,TRLV_222_0,2379.606588
204,TRLV_223_1,36585.3666
205,TRLV_223_0,3934.393505
206,TRLV_224_1,12417.71834
207,TRLV_224_0,6564.086196
208,TRLV_225_1,10888.821
209,TRLV_225_0,7494.173761
210,TRLV_226_1,5289.468167
211,TRLV_226_0,4060.994917
212,TRLV_227_1,22994.2499
213,TRLV_227_0,2568.88558
214,TRLV_228_1,9206.235006
215,TRLV_228_0,9910.211204
216,TRLV_229_1,861.6544207
217,TRLV_229_0,8514.000602
218,TRLV_232_1,925.8926498
219,TRLV_232_0,6451.314602
220,TRLV_233_1,367.3675187
221,TRLV_233_0,7369.236624
222,TRLV_237_1,3661.078149
223,TRLV_237_0,7926.979359
224,TRLV_238_1,17077.91334
225,TRLV_238_0,9429.82022
226,TRLV_239_1,46213.64028
227,TRLV_239_0,2200.989113
228,TRLV_240_1,45884.51212
229,TRLV_240_0,1821.167805
230,TRLV_241_1,8121.309833
231,TRLV_241_0,13748.48182
232,TRLV_242_1,8978.711231
233,TRLV_242_0,14708.43733
234,TRLV_243_1,15550.38413
235,TRLV_243_0,5828.861184
236,TRLV_244_1,17614.74067
237,TRLV_244_0,5022.233937
238,TRLV_245_1,28837.45047
239,TRLV_245_0,1114.693449
240,TRLV_246_1,37272.34342
241,TRLV_246_0,824.1443961
242,TRLV_247_1,30068.31598
243,TRLV_247_0,4006.162979
244,TRLV_248_1,4862.35278
245,TRLV_248_0,9619.803997
246,TRLV_249_1,1041.86556
247,TRLV_249_0,10670.69763
248,TRLV_250_1,65.89807899
249,TRLV_250_0,4572.331507
250,TRLV_251_1,484.3739295
251,TRLV_251_0,1519.482282
252,TRLV_252_1,1804.816574
253,TRLV_252_0,2002.422668
254,TRLV_253_1,13162.79497
255,TRLV_253_0,4769.393036
256,TRLV_257_1,6469.973199
257,TRLV_257_0,5414.496613
258,TRLV_258_1,36443.43362
259,TRLV_258_0,13504.52013
260,TRLV_259_1,36827.22699
261,TRLV_259_0,8092.891087
262,TRLV_260_1,26461.83282
263,TRLV_260_0,8763.785383
264,TRLV_261_1,18512.42756
265,TRLV_261_0,10960.68408
266,TRLV_262_1,3166.782485
267,TRLV_262_0,12976.67842
268,TRLV_263_1,7607.645282
269,TRLV_263_0,9385.249366
270,TRLV_264_1,25402.04711
271,TRLV_264_0,1229.10716
272,TRLV_265_1,38768.04846
273,TRLV_265_0,595.1063774
274,TRLV_266_1,32752.4714
275,TRLV_266_0,363.7866294
276,TRLV_267_1,13935.73771
277,TRLV_267_0,3442.78029
278,TRLV_268_1,9745.788668
279,TRLV_268_0,7102.510013
280,TRLV_269_1,5276.988128
281,TRLV_269_0,7706.929626
282,TRLV_270_1,1644.209707
283,TRLV_270_0,3034.883365
284,TRLV_271_1,855.6353378
285,TRLV_271_0,1863.525073
286,TRLV_272_1,89.91892479
287,TRLV_272_0,1363.461093
288,TRLV_277_1,4628.437899
289,TRLV_277_0,15807.89423
290,TRLV_278_1,1910.601845
291,TRLV_278_0,8302.928604
292,TRLV_279_1,266.9910011
293,TRLV_279_0,6697.001979
294,TRLV_280_1,5006.26927
295,TRLV_280_0,6389.452922
296,TRLV_281_1,2117.541048
297,TRLV_281_0,8031.725279
298,TRLV_282_1,26213.36444
299,TRLV_282_0,2430.226149
300,TRLV_283_1,103353.9597
301,TRLV_283_0,1.5
302,TRLV_284_1,30019.35513
303,TRLV_284_0,1.5
304,TRLV_285_1,16833.19391
305,TRLV_285_0,3563.932133
306,TRLV_286_1,16939.62331
307,TRLV_286_0,7177.726804
308,TRLV_287_1,2199.971165
309,TRLV_287_0,9592.783377
310,TRLV_288_1,168.1572764
311,TRLV_288_0,5379.908554
312,TRLV_291_1,189.7290119
313,TRLV_291_0,5300.562135
314,TRLV_292_1,335.1274315
315,TRLV_292_0,6361.401552
316,TRLV_297_1,302.941115
317,TRLV_297_0,9252.176169
318,TRLV_298_1,230.0497204
319,TRLV_298_0,9384.410505
320,TRLV_299_1,6.298931333
321,TRLV_299_0,6340.461066
322,TRLV_300_1,5579.559686
323,TRLV_300_0,4660.674861
324,TRLV_301_1,15139.09012
325,TRLV_301_0,3822.127241
326,TRLV_302_1,26285.81925
327,TRLV_302_0,1742.066138
328,TRLV_303_1,20232.07945
329,TRLV_303_0,5074.398625
330,TRLV_304_1,10958.07775
331,TRLV_304_0,8324.682394
332,TRLV_305_1,4958.051511
333,TRLV_305_0,8012.521212
334,TRLV_310_1,2861.515804
335,TRLV_310_0,8949.91543
336,TRLV_314_1,122.0011346
337,TRLV_314_0,2468.79598
338,TRLV_315_1,65.13883753
339,TRLV_315_0,5285.507315
340,TRLV_316_1,231.4542721
341,TRLV_316_0,7636.144735
342,TRLV_317_1,211.8904213
343,TRLV_317_0,5936.038897
344,TRLV_318_1,3484.309769
345,TRLV_318_0,7635.122585
346,TRLV_319_1,10390.17725
347,TRLV_319_0,7169.453447
348,TRLV_320_1,11546.91934
349,TRLV_320_0,11772.74335
350,TRLV_321_1,3448.428627
351,TRLV_321_0,10165.63546
352,TRLV_322_1,5613.688977
353,TRLV_322_0,7739.880556
354,TRLV_327_1,61.29796577
355,TRLV_327_0,7004.233978
356,TRLV_329_1,15.90564992
357,TRLV_329_0,3010.762397
358,TRLV_330_1,166.3622846
359,TRLV_330_0,3781.452963
360,TRLV_331_1,387.3399917
361,TRLV_331_0,5427.527608
362,TRLV_332_1,2767.916372
363,TRLV_332_0,8258.140981
364,TRLV_333_1,272.3383601
365,TRLV_333_0,5780.287091
366,TRLV_334_1,3958.687179
367,TRLV_334_0,4094.404474
368,TRLV_335_1,10369.06792
369,TRLV_335_0,6867.436146
370,TRLV_336_1,2785.751582
371,TRLV_336_0,5710.981335
372,TRLV_337_1,
373,TRLV_337_0,
374,TRLV_341_1,3501.886103
375,TRLV_341_0,6634.708556
376,TRLV_342_1,2446.309967
377,TRLV_342_0,9462.951056
378,TRLV_343_1,5501.107923
379,TRLV_343_0,4318.277484
380,TRLV_344_1,520.3866908
381,TRLV_344_0,4581.9463
382,TRLV_345_1,2640.290301
383,TRLV_345_0,5792.057371
384,TRLV_346_1,6514.850756
385,TRLV_346_0,2974.466761
386,TRLV_347_1,6470.862716
387,TRLV_347_0,2709.689228
388,TRLV_348_1,
389,TRLV_348_0,
390,TRLV_352_1,1869.528476
391,TRLV_352_0,5700.859809
392,TRLV_353_1,4746.941198
393,TRLV_353_0,12447.05941
394,TRLV_354_1,711.6298721
395,TRLV_354_0,1493.360316
396,TRLV_355_1,827.8609579
397,TRLV_355_0,539.7662809
398,TRLV_356_1,8.308189029
399,TRLV_356_0,450.6421437
400,TRLV_358_1,1542.91829
401,TRLV_358_0,6249.05168
402,TRLV_359_1,10069.88355
403,TRLV_359_0,6548.500388
404,TRLV_360_1,2820.573495
405,TRLV_360_0,9927.275345
406,TRLV_361_1,9653.191329
407,TRLV_361_0,5847.215793
408,TRLV_362_1,8930.07072
409,TRLV_362_0,1818.843047
410,TRLV_363_1,270.205445
411,TRLV_363_0,776.8650272
412,TRLV_364_1,937.6503945
413,TRLV_364_0,4639.281701
414,TRLV_365_1,19092.16849
415,TRLV_365_0,11573.72097
416,TRLV_366_1,24.32605436
417,TRLV_366_0,862.8973606
418,TRLV_367_1,404.7181717
419,TRLV_367_0,4809.552788
420,TRLV_368_1,2886.000987
421,TRLV_368_0,4038.872105
422,TRLV_369_1,3809.434699
423,TRLV_369_0,2638.545105
424,TRLV_370_1,12827.68545
425,TRLV_370_0,4610.085429
426,TRLV_371_1,22604.93649
427,TRLV_371_0,5138.939605
428,TRLV_373_1,261.5791658
429,TRLV_373_0,8149.366768
430,TRLV_374_1,54310.11521
431,TRLV_374_0,9425.017911
432,TRLV_375_1,1601.554413
433,TRLV_375_0,8466.551607
434,TRLV_376_1,15848.41395
435,TRLV_376_0,9620.5054
436,TRHV_1,746.3085181
437,TRHV_2,717.9172397
438,TRHV_3,702.2038459
439,TRHV_4,700.0244328
440,TRHV_5,711.5036425
441,TRHV_6,736.0013594
442,TRHV_7,772.2772745
443,TRHV_8,655.3796691
444,TRHV_9,622.8473701
445,TRHV_10,604.6623103
446,TRHV_11,602.1290671
447,TRHV_12,615.4414185
448,TRHV_13,643.6145847
449,TRHV_14,684.8128858
450,TRHV_15,736.8503555
451,TRHV_16,797.6043124
452,TRHV_17,1258.421104
453,TRHV_18,1279.018375
454,TRHV_19,566.8280464
455,TRHV_20,528.8611028
456,TRHV_21,507.3082156
457,TRHV_22,504.2847001
458,TRHV_23,520.1147354
459,TRHV_24,553.1777305
460,TRHV_25,600.6274308
461,TRHV_26,659.3581334
462,TRHV_27,726.6339563
463,TRHV_28,800.2987675
464,TRHV_29,875.7875054
465,TRHV_30,1147.694596
466,TRHV_31,1161.993991
467,TRHV_32,1184.271676
468,TRHV_33,1214.088001
469,TRHV_34,1250.903365
470,TRHV_35,481.9698366
471,TRHV_36,436.6611157
472,TRHV_37,410.2755067
473,TRHV_38,406.5282935
474,TRHV_39,426.0193842
475,TRHV_40,465.8315434
476,TRHV_41,521.3164504
477,TRHV_42,588.0430825
478,TRHV_43,662.616267
479,TRHV_44,738.1483579
480,TRHV_45,818.0733774
481,TRHV_46,901.5842425
482,TRHV_47,944.3150771
483,TRHV_48,976.6898749
484,TRHV_50,1043.666018
485,TRHV_51,1050.24972
486,TRHV_52,1065.859068
487,TRHV_53,1090.105881
488,TRHV_54,1122.429786
489,TRHV_55,1162.156147
490,TRHV_56,347.677622
491,TRHV_57,313.863833
492,TRHV_58,308.9437637
493,TRHV_60,383.7009046
494,TRHV_61,449.4764407
495,TRHV_62,524.4974529
496,TRHV_63,600.9660419
497,TRHV_64,682.8828053
498,TRHV_65,768.5878729
499,TRHV_66,825.150258
500,TRHV_67,850.7799801
501,TRHV_68,886.5827685
502,TRHV_69,931.384302
503,TRHV_70,945.6621789
504,TRHV_71,952.9242932
505,TRHV_72,970.1033433
506,TRHV_73,996.6858988
507,TRHV_74,1031.944465
508,TRHV_75,218.9010095
509,TRHV_76,211.7705462
510,TRHV_77,247.2284918
511,TRHV_78,310.9665834
512,TRHV_79,386.2293362
513,TRHV_80,464.6466704
514,TRHV_81,549.4138115
515,TRHV_82,638.0002253
516,TRHV_83,713.0727625
517,TRHV_84,729.5070384
518,TRHV_85,758.3824117
519,TRHV_86,798.3475436
520,TRHV_87,847.8328634
521,TRHV_88,847.6635277
522,TRHV_89,855.7591417
523,TRHV_90,874.8515513
524,TRHV_91,904.2433016
525,TRHV_93,116.0601275
526,TRHV_94,172.6514297
527,TRHV_95,248.1142263
528,TRHV_96,330.2654365
529,TRHV_97,419.3194985
530,TRHV_98,511.674323
531,TRHV_99,605.7252979
532,TRHV_100,615.6242401
533,TRHV_101,634.5932269
534,TRHV_102,667.5959173
535,TRHV_103,712.6812664
536,TRHV_105,749.6721035
537,TRHV_107,780.288619
538,TRHV_108,813.11213
539,TRHV_111,111.2966613
540,TRHV_112,201.76272
541,TRHV_113,297.089737
542,TRHV_114,386.5804876
543,TRHV_115,477.1974724
544,TRHV_116,514.0812009
545,TRHV_118,540.7940806
546,TRHV_119,579.1805713
547,TRHV_120,630.6342186
548,TRHV_121,655.8706005
549,TRHV_123,662.1924613
550,TRHV_124,686.6998099
551,TRHV_125,723.7889421
552,TRHV_129,167.5637841
553,TRHV_130,260.6171798
554,TRHV_131,356.3340964
555,TRHV_132,423.5882225
556,TRHV_133,416.2153775
557,TRHV_134,421.534535
558,TRHV_135,448.8113705
559,TRHV_136,494.4139877
560,TRHV_137,553.8216652
561,TRHV_138,558.6411263
562,TRHV_140,566.0528144
563,TRHV_141,594.5464833
564,TRHV_142,637.0365196
565,TRHV_146,145.8954911
566,TRHV_150,318.448713
567,TRHV_151,325.3775276
568,TRHV_152,360.0458193
569,TRHV_153,415.5432847
570,TRHV_154,480.6480909
571,TRHV_155,461.7497929
572,TRHV_156,455.7879615
573,TRHV_157,470.6945413
574,TRHV_158,504.6180464
575,TRHV_159,554.0670141
576,TRHV_169,230.8089196
577,TRHV_171,342.0246938
578,TRHV_173,365.4667493
579,TRHV_174,357.8979163
580,TRHV_175,376.7138594
581,TRHV_176,418.3569195
582,TRHV_177,476.8653624
583,TRHV_185,128.3376075
584,TRHV_194,285.4817749
585,TRHV_195,338.5903432
586,TRHV_196,408.725289
587,TRHV_210,236.4696817
588,TRHV_211,235.4109068
589,TRHV_212,178.7300664
590,TRHV_213,162.6154137
591,TRHV_214,200.8091621
592,TRHV_215,271.144939
593,TRHV_216,354.9274036
594,TRHV_217,117.0109824
595,TRHV_230,172.3105647
596,TRHV_231,144.5581027
597,TRHV_234,135.7420247
598,TRHV_235,227.343247
599,TRHV_236,322.7595659
600,TRHV_237,203.1515639
601,TRHV_253,43.53055468
602,TRHV_254,126.1434343
603,TRHV_255,221.7730958
604,TRHV_256,318.8685133
605,TRHV_257,217.4479663
606,TRHV_273,117.9199494
607,TRHV_274,181.0526243
608,TRHV_275,256.947816
609,TRHV_276,344.2187231
610,TRHV_289,138.2154723
611,TRHV_290,160.590464
612,TRHV_293,281.1380876
613,TRHV_294,266.9165637
614,TRHV_295,283.6430576
615,TRHV_296,232.1694472
616,TRHV_306,152.8230277
617,TRHV_307,234.3632613
618,TRHV_308,256.5556038
619,TRHV_309,228.6168123
620,TRHV_310,192.2002886
621,TRHV_311,189.3739162
622,TRHV_312,168.8961511
623,TRHV_313,194.3057704
624,TRHV_323,114.0863985
625,TRHV_324,204.2973689
626,TRHV_325,235.7699491
627,TRHV_326,154.5967998
628,TRHV_328,102.1188707
629,TRHV_330,118.414168
630,TRHV_338,166.0101741
631,TRHV_339,210.9762022
632,TRHV_340,113.0583633
633,TRHV_343,26.09837716
634,TRHV_349,125.6846797
635,TRHV_350,188.3904294
636,TRHV_351,120.1632577
637,TRHV_357,116.2322076
638,TRHV_372,132.6041774
639,TRHV_376,29.21595614
640,TRHV_377,799.8628915
641,TRHV_378,797.9507582
642,TRLV_2_0,7011.393729
643,TRLV_3_0,4804.882364
644,TRLV_4_0,6365.068393
645,TRLV_7_0,1012.590915
646,TRLV_9_0,5293.536943
647,TRLV_10_0,4498.978336
648,TRLV_11_0,5540.059227
649,TRLV_12_0,6646.98659
650,TRLV_13_0,990.4613344
651,TRLV_14_0,2599.278738
652,TRLV_15_0,3281.201667
653,TRLV_16_0,3233.196832
654,TRLV_18_0,9281.723624
655,TRLV_19_0,4630.65805
656,TRLV_20_0,14333.87281
657,TRLV_21_0,6417.866592
658,TRLV_22_0,4651.314908
659,TRLV_23_0,4100.775217
660,TRLV_24_0,912.4820944
661,TRLV_25_0,2510.7654
662,TRLV_26_0,2110.505311
663,TRLV_27_0,3687.157045
664,TRLV_28_0,3735.100177
665,TRLV_29_0,1588.849519
666,TRLV_31_0,12614.3515
667,TRLV_32_0,10801.00452
668,TRLV_35_0,4434.15083
669,TRLV_36_0,7480.29062
670,TRLV_38_0,5790.499332
671,TRLV_40_0,1500.277068
672,TRLV_41_0,2049.951454
673,TRLV_44_0,2308.977384
674,TRLV_45_0,1734.49993
675,TRLV_46_0,3305.207512
676,TRLV_47_0,6674.797196
677,TRLV_54_0,13211.70827
678,TRLV_55_0,7573.671355
679,TRLV_56_0,7041.138301
680,TRLV_57_0,6554.688107
681,TRLV_60_0,5518.902876
682,TRLV_61_0,1639.170331
683,TRLV_62_0,3073.601031
684,TRLV_63_0,3117.713913
685,TRLV_64_0,3323.524184
686,TRLV_65_0,1573.183984
687,TRLV_66_0,2425.081956
688,TRLV_67_0,1247.111857
689,TRLV_68_0,3175.225203
690,TRLV_69_0,10090.09022
691,TRLV_70_0,8241.247216
692,TRLV_71_0,7628.87222
693,TRLV_75_0,10725.00691
694,TRLV_76_0,9283.242312
695,TRLV_77_0,7312.673097
696,TRLV_78_0,6512.835019
697,TRLV_79_0,1748.262122
698,TRLV_80_0,4747.151243
699,TRLV_81_0,1617.894789
700,TRLV_82_0,2399.976843
701,TRLV_83_0,2987.517581
702,TRLV_84_0,1805.175144
703,TRLV_85_0,1498.609954
704,TRLV_86_0,4372.705136
705,TRLV_89_0,7926.312538
706,TRLV_90_0,7612.279569
707,TRLV_93_0,10900.81318
708,TRLV_94_0,7812.610568
709,TRLV_95_0,6039.458363
710,TRLV_96_0,4002.490128
711,TRLV_97_0,5003.513987
712,TRLV_98_0,2139.061769
713,TRLV_99_0,2449.597005
714,TRLV_101_0,3237.12864
715,TRLV_102_0,1616.191949
716,TRLV_103_0,5279.118355
717,TRLV_107_0,9458.859456
718,TRLV_108_0,11129.87539
719,TRLV_111_0,5117.062991
720,TRLV_113_0,6033.453096
721,TRLV_115_0,5049.540968
722,TRLV_116_0,5028.479872
723,TRLV_118_0,1101.551761
724,TRLV_119_0,757.1723215
725,TRLV_121_0,6420.475192
726,TRLV_124_0,7145.116507
727,TRLV_125_0,8241.033363
728,TRLV_129_0,5153.798799
729,TRLV_130_0,4680.339276
730,TRLV_132_0,5108.422456
731,TRLV_133_0,4307.941254
732,TRLV_135_0,896.8582177
733,TRLV_136_0,1404.746338
734,TRLV_137_0,1629.656365
735,TRLV_138_0,5297.259514
736,TRLV_141_0,6164.048576
737,TRLV_142_0,6288.036954
738,TRLV_146_0,6774.231289
739,TRLV_150_0,4103.532679
740,TRLV_151_0,1667.433645
741,TRLV_152_0,1075.436428
742,TRLV_154_0,2630.803256
743,TRLV_155_0,7847.058327
744,TRLV_156_0,8002.591578
745,TRLV_157_0,5281.175011
746,TRLV_158_0,5474.164869
747,TRLV_159_0,4175.001033
748,TRLV_169_0,2515.495411
749,TRLV_175_0,4928.505103
750,TRLV_176_0,4398.787728
751,TRLV_177_0,8572.606359
752,TRLV_194_0,5380.948659
753,TRLV_195_0,4339.173245
754,TRLV_196_0,8899.941647
755,TRLV_210_0,6548.889645
756,TRLV_211_0,9528.553594
757,TRLV_212_0,8452.369206
758,TRLV_213_0,7001.529725
759,TRLV_214_0,7324.746911
760,TRLV_215_0,24505.93329
761,TRLV_216_0,7196.67389
762,TRLV_230_0,5058.109728
763,TRLV_231_0,8238.703057
764,TRLV_234_0,4497.756837
765,TRLV_235_0,12487.78896
766,TRLV_236_0,3697.827179
767,TRLV_254_0,4259.826849
768,TRLV_255_0,1728.354772
769,TRLV_256_0,2624.038472
770,TRLV_273_0,5090.652665
771,TRLV_274_0,4893.018674
772,TRLV_275_0,2001.757075
773,TRLV_276_0,8000.673368
774,TRLV_289_0,1228.54599
775,TRLV_290_0,1166.892089
776,TRLV_293_0,5066.817179
777,TRLV_294_0,9550.098655
778,TRLV_295_0,6486.314278
779,TRLV_296_0,3618.876558
780,TRLV_306_0,3607.267202
781,TRLV_307_0,3473.245328
782,TRLV_308_0,3003.70374
783,TRLV_309_0,2191.63842
784,TRLV_311_0,9600.989647
785,TRLV_312_0,5632.084854
786,TRLV_313_0,2854.492869
787,TRLV_323_0,2468.450847
788,TRLV_324_0,1912.939571
789,TRLV_325_0,1503.475096
790,TRLV_326_0,1453.830472
791,TRLV_328_0,5408.288016
792,TRLV_338_0,478.1100588
793,TRLV_339_0,488.389428
794,TRLV_340_0,1517.517363
795,TRLV_349_0,242.3253892
796,TRLV_350_0,966.5864397
797,TRLV_351_0,1472.248998
798,TRLV_357_0,3790.009741
799,TRLV_372_0,3712.014739
800,TRLV_377_0,5378.169661
801,TRLV_378_0,3151.415092
