Fuel,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,elec
EL3_69_0,0,0,0.254591854,0.509183708,0.763775562,1.018367416,1.27295927,1.527551124,1.782142979,2.036734833,2.291326687,2.545918541,2.800510395,3.055102249,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,3.309694103,0
EL3_70_0,0,0,0.173872333,0.347744666,0.521616999,0.695489332,0.869361665,1.043233999,1.217106332,1.390978665,1.564850998,1.738723331,1.912595664,2.086467997,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,2.26034033,0
EL3_71_0,0,0,0.145523597,0.291047194,0.436570791,0.582094388,0.727617986,0.873141583,1.01866518,1.164188777,1.309712374,1.455235971,1.600759568,1.746283165,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,1.891806762,0
EL3_72_0,0,0,0.356303543,0.712607086,1.068910629,1.425214172,1.781517715,2.137821258,2.494124801,2.850428344,3.206731887,3.56303543,3.919338973,4.275642516,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,4.631946059,0
EL3_72_1,0.038331845,0.041096482,0.043790287,0.046275959,0.049056158,0.05199344,0.055936043,0.059631244,0.063620972,0.069138319,0.074361138,0.079375824,0.085937764,0.091800691,0.098020978,0.104575209,0.111549634,0.118967814,0.126872947,0.135312158,0.143782785,0.152968133,0.159355886,0.16721137,0.175066854,1
EL3_73_0,0,0,0.496269578,0.992539155,1.488808733,1.985078311,2.481347888,2.977617466,3.473887043,3.970156621,4.466426199,4.962695776,5.458965354,5.955234932,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,6.451504509,0
EL3_73_1,13.91483608,14.91842635,15.89630393,16.79862714,17.80786692,18.87412888,20.30533275,21.6467267,23.09503722,25.09788839,26.99382298,28.8142032,31.19625182,33.32455178,35.58257718,37.9618274,40.49361194,43.18648412,46.05612504,49.11964135,52.1945621,55.52893374,57.84775064,60.69936848,63.55098632,1
EL3_74_0,0,0,0.470448405,0.940896809,1.411345214,1.881793618,2.352242023,2.822690427,3.293138832,3.763587237,4.234035641,4.704484046,5.17493245,5.645380855,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,6.11582926,0
EL3_74_1,16.67915161,17.88211471,19.05425705,20.1358354,21.34557034,22.62365545,24.33918169,25.9470564,27.68308769,30.08382443,32.3564046,34.53842079,37.3936862,39.94479334,42.65139712,45.5033082,48.538056,51.76589304,55.20561563,58.87772882,62.56351204,66.56028856,69.33976066,72.75787971,76.17599877,1
EL3_75_0,0,0,0.214752926,0.429505852,0.644258777,0.859011703,1.073764629,1.288517555,1.503270481,1.718023407,1.932776332,2.147529258,2.362282184,2.57703511,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,2.791788036,0
EL3_76_0,0,0,0.215497658,0.430995315,0.646492973,0.86199063,1.077488288,1.292985945,1.508483603,1.72398126,1.939478918,2.154976575,2.370474233,2.58597189,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,2.801469548,0
EL3_77_0,0,0,0.130598596,0.261197191,0.391795787,0.522394383,0.652992979,0.783591574,0.91419017,1.044788766,1.175387361,1.305985957,1.436584553,1.567183148,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,1.697781744,0
EL3_78_0,0,0,0.106053162,0.212106324,0.318159486,0.424212648,0.530265811,0.636318973,0.742372135,0.848425297,0.954478459,1.060531621,1.166584783,1.272637945,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,1.378691107,0
EL3_79_0,0,0,0.022745537,0.045491074,0.068236611,0.090982148,0.113727685,0.136473222,0.159218759,0.181964296,0.204709832,0.227455369,0.250200906,0.272946443,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0.29569198,0
EL3_80_0,0,0,0.055024488,0.110048977,0.165073465,0.220097953,0.275122441,0.33014693,0.385171418,0.440195906,0.495220394,0.550244883,0.605269371,0.660293859,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0.715318347,0
EL3_81_0,0,0,0.006535494,0.013070988,0.019606482,0.026141976,0.03267747,0.039212964,0.045748458,0.052283952,0.058819446,0.06535494,0.071890434,0.078425928,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0.084961423,0
EL3_82_0,0,0,0.014055148,0.028110297,0.042165445,0.056220593,0.070275742,0.08433089,0.098386039,0.112441187,0.126496335,0.140551484,0.154606632,0.16866178,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0.182716929,0
EL3_83_0,0,0,0.022303256,0.044606511,0.066909767,0.089213022,0.111516278,0.133819533,0.156122789,0.178426044,0.2007293,0.223032556,0.245335811,0.267639067,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0.289942322,0
EL3_84_0,0,0,0.007948424,0.015896848,0.023845271,0.031793695,0.039742119,0.047690543,0.055638967,0.06358739,0.071535814,0.079484238,0.087432662,0.095381086,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0.10332951,0
EL3_85_0,0,0,0.005606488,0.011212977,0.016819465,0.022425954,0.028032442,0.033638931,0.039245419,0.044851908,0.050458396,0.056064885,0.061671373,0.067277862,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0.07288435,0
EL3_86_0,0,0,0.04779538,0.095590759,0.143386139,0.191181519,0.238976898,0.286772278,0.334567658,0.382363037,0.430158417,0.477953797,0.525749176,0.573544556,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0.621339936,0
EL3_87_0,0,0,0.120994073,0.241988145,0.362982218,0.48397629,0.604970363,0.725964436,0.846958508,0.967952581,1.088946653,1.209940726,1.330934799,1.451928871,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,1.572922944,0
EL3_87_1,1.167960189,1.252197867,1.334277317,1.41001501,1.494726887,1.584224996,1.704354988,1.816946665,1.938512526,2.106624491,2.265762271,2.418558294,2.6184987,2.797140374,2.986670726,3.186376243,3.39888493,3.624914722,3.865781832,4.12292213,4.381019674,4.660894572,4.855527539,5.094881858,5.334236177,1
EL3_88_0,0,0,0.154863612,0.309727223,0.464590835,0.619454447,0.774318059,0.92918167,1.084045282,1.238908894,1.393772506,1.548636117,1.703499729,1.858363341,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,2.013226953,0
EL3_88_1,6.962360572,7.46451218,7.953798314,8.405280421,8.910258792,9.443768506,10.1598788,10.83105224,11.55572194,12.55785893,13.50649966,14.41733637,15.60920678,16.67411273,17.80392747,18.99439769,20.26118925,21.60858184,23.0444216,24.57726791,26.11582049,27.78419068,28.94442277,30.37124458,31.79806639,1
EL3_89_0,0,0,0.153441336,0.306882671,0.460324007,0.613765343,0.767206678,0.920648014,1.074089349,1.227530685,1.380972021,1.534413356,1.687854692,1.841296028,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,1.994737363,0
EL3_90_0,0,0,0.144891139,0.289782278,0.434673418,0.579564557,0.724455696,0.869346835,1.014237975,1.159129114,1.304020253,1.448911392,1.593802531,1.738693671,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,1.88358481,0
EL3_91_0,0,0,0.716952152,1.433904303,2.150856455,2.867808607,3.584760759,4.30171291,5.018665062,5.735617214,6.452569365,7.169521517,7.886473669,8.603425821,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,9.320377972,0
EL3_91_1,71.57668608,76.73906565,81.76918147,86.41065223,91.60209241,97.08684961,104.4488357,111.3488476,118.7988288,129.1013181,138.8538379,148.2177127,160.4707602,171.4185469,183.0336298,195.2722826,208.2955583,222.1474546,236.9086337,252.6670907,268.484211,285.6359238,297.5637129,312.2321828,326.9006528,1
EL3_92_0,0,0,0.377328488,0.754656976,1.131985464,1.509313953,1.886642441,2.263970929,2.641299417,3.018627905,3.395956393,3.773284881,4.150613369,4.527941858,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,4.905270346,0
EL3_92_1,0.563138584,0.603754255,0.643329324,0.67984668,0.720690989,0.763843006,0.821764358,0.87605107,0.934664734,1.015720865,1.092450042,1.166121506,1.262523898,1.348656988,1.440040114,1.536329255,1.638791515,1.747773053,1.863908486,1.98789013,2.112333314,2.247276573,2.341119954,2.456525987,2.571932021,1
EL3_93_0,0,0,0.304229251,0.608458503,0.912687754,1.216917006,1.521146257,1.825375509,2.12960476,2.433834012,2.738063263,3.042292514,3.346521766,3.650751017,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,3.954980269,0
EL3_94_0,0,0,0.152619178,0.305238356,0.457857535,0.610476713,0.763095891,0.915715069,1.068334247,1.220953425,1.373572604,1.526191782,1.67881096,1.831430138,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,1.984049316,0
EL3_95_0,0,0,0.093364749,0.186729497,0.280094246,0.373458995,0.466823744,0.560188492,0.653553241,0.74691799,0.840282738,0.933647487,1.027012236,1.120376985,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,1.213741733,0
EL3_96_0,0,0,0.046625602,0.093251203,0.139876805,0.186502406,0.233128008,0.279753609,0.326379211,0.373004812,0.419630414,0.466256015,0.512881617,0.559507218,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0.60613282,0
EL3_97_0,0,0,0.062585445,0.12517089,0.187756335,0.250341779,0.312927224,0.375512669,0.438098114,0.500683559,0.563269004,0.625854448,0.688439893,0.751025338,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0.813610783,0
EL3_98_0,0,0,0.01170146,0.02340292,0.03510438,0.04680584,0.0585073,0.07020876,0.08191022,0.09361168,0.10531314,0.1170146,0.12871606,0.14041752,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0.15211898,0
EL3_99_0,0,0,0.014991351,0.029982703,0.044974054,0.059965406,0.074956757,0.089948109,0.10493946,0.119930811,0.134922163,0.149913514,0.164904866,0.179896217,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0.194887569,0
EL3_100_0,0,0,0.088284313,0.176568627,0.26485294,0.353137253,0.441421566,0.52970588,0.617990193,0.706274506,0.794558819,0.882843133,0.971127446,1.059411759,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,1.147696072,0
EL3_100_1,20.19885123,21.65566828,23.07516067,24.38497791,25.84999583,27.39778744,29.47533072,31.42250542,33.5248808,36.43223037,39.18437927,41.82685302,45.28464768,48.37409939,51.65186125,55.10559373,58.78074584,62.68973365,66.85531991,71.30233674,75.76590831,80.6061002,83.97210734,88.1115312,92.25095506,1
EL3_101_0,0,0,0.026187913,0.052375825,0.078563738,0.10475165,0.130939563,0.157127475,0.183315388,0.2095033,0.235691213,0.261879125,0.288067038,0.31425495,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0.340442863,0
EL3_102_0,0,0,0.006677011,0.013354021,0.020031032,0.026708042,0.033385053,0.040062064,0.046739074,0.053416085,0.060093095,0.066770106,0.073447116,0.080124127,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0.086801138,0
EL3_103_0,0,0,0.071331058,0.142662117,0.213993175,0.285324234,0.356655292,0.42798635,0.499317409,0.570648467,0.641979525,0.713310584,0.784641642,0.855972701,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0.927303759,0
EL3_104_0,0,0,0.173355496,0.346710991,0.520066487,0.693421983,0.866777478,1.040132974,1.21348847,1.386843965,1.560199461,1.733554956,1.906910452,2.080265948,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,2.253621443,0
EL3_104_1,0.042980144,0.046080033,0.049100501,0.051887597,0.055004937,0.058298407,0.062719109,0.066862406,0.071335948,0.077522354,0.083378517,0.089001307,0.096358978,0.102932871,0.109907459,0.117256487,0.125076663,0.133394406,0.142258153,0.151720741,0.161218556,0.171517763,0.178680124,0.187488201,0.196296278,1
EL3_105_0,0,0,0.23718327,0.47436654,0.71154981,0.94873308,1.18591635,1.42309962,1.66028289,1.89746616,2.13464943,2.3718327,2.60901597,2.84619924,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,3.083382509,0
EL3_105_1,9.963727457,10.68234892,11.38255881,12.02866793,12.75133473,13.5148323,14.53964677,15.50015278,16.53721648,17.97135936,19.32894457,20.632429,22.33809648,23.86206705,25.47892761,27.18259128,28.99547725,30.92371014,32.97851839,35.17215125,37.37395026,39.76152925,41.4219196,43.46382242,45.50572523,1
EL3_106_0,0,0,0.308301708,0.616603415,0.924905123,1.233206831,1.541508538,1.849810246,2.158111954,2.466413662,2.774715369,3.083017077,3.391318785,3.699620492,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,4.0079222,0
EL3_106_1,2.036536125,2.183418763,2.326538166,2.458599643,2.606309128,2.762364218,2.971831176,3.168153807,3.380124447,3.67325609,3.950739724,4.217165433,4.565795345,4.877287317,5.20776554,5.555985886,5.926530723,6.320651893,6.740644437,7.189012035,7.639048755,8.127057975,8.46643347,8.883788207,9.301142943,1
EL3_107_0,0,0,0.229056435,0.45811287,0.687169305,0.91622574,1.145282175,1.37433861,1.603395045,1.83245148,2.061507915,2.29056435,2.519620785,2.74867722,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,2.977733655,0
EL3_108_0,0,0,0.278335603,0.556671206,0.83500681,1.113342413,1.391678016,1.670013619,1.948349223,2.226684826,2.505020429,2.783356032,3.061691635,3.340027239,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,3.618362842,0
EL3_109_0,0,0,0.290591662,0.581183323,0.871774985,1.162366646,1.452958308,1.743549969,2.034141631,2.324733292,2.615324954,2.905916616,3.196508277,3.487099939,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,3.7776916,0
EL3_109_1,1.384674287,1.4845422,1.581851428,1.67164219,1.77207229,1.878176703,2.020596721,2.154079696,2.298202007,2.497507015,2.686172686,2.867319891,3.104359082,3.31614758,3.540845139,3.777605859,4.029545367,4.297514809,4.583074623,4.887927101,5.193914443,5.525719909,5.75646687,6.040233196,6.323999521,1
EL3_110_0,0,0,0.15508259,0.31016518,0.465247769,0.620330359,0.775412949,0.930495539,1.085578129,1.240660718,1.395743308,1.550825898,1.705908488,1.860991077,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,2.016073667,0
EL3_110_1,7.408648347,7.942987906,8.463637314,8.944059454,9.481406973,10.04911469,10.81112771,11.52532341,12.29644448,13.36281853,14.37226719,15.34148858,16.60975797,17.74292446,18.94516041,20.21193985,21.55993282,22.99369337,24.52157055,26.15267242,27.78984632,29.56515914,30.79976219,32.31804337,33.83632456,1
EL3_111_0,0,0,0.065459158,0.130918316,0.196377473,0.261836631,0.327295789,0.392754947,0.458214105,0.523673262,0.58913242,0.654591578,0.720050736,0.785509893,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0.850969051,0
EL3_112_0,0,0,0.15429001,0.308580021,0.462870031,0.617160042,0.771450052,0.925740062,1.080030073,1.234320083,1.388610093,1.542900104,1.697190114,1.851480125,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,2.005770135,0
EL3_112_1,0.331191551,0.35507833,0.378353114,0.399829602,0.423850848,0.449229296,0.483293846,0.515220801,0.549692512,0.597363026,0.642488783,0.685816246,0.742512163,0.793168524,0.846912523,0.903541833,0.963801662,1.027895591,1.096196851,1.169112601,1.242299793,1.32166226,1.376853177,1.444725463,1.512597749,1
EL3_113_0,0,0,0.095841383,0.191682766,0.28752415,0.383365533,0.479206916,0.575048299,0.670889683,0.766731066,0.862572449,0.958413832,1.054255216,1.150096599,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,1.245937982,0
EL3_114_0,0,0,0.101306073,0.202612147,0.30391822,0.405224293,0.506530367,0.60783644,0.709142514,0.810448587,0.91175466,1.013060734,1.114366807,1.21567288,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,1.316978954,0
EL3_114_1,1.586574696,1.701004425,1.812502385,1.915385606,2.030459495,2.152035073,2.315221462,2.46816769,2.633304585,2.861670407,3.077845563,3.28540598,3.557008035,3.799677573,4.057138455,4.328421435,4.617096433,4.924138703,5.25133621,5.60063946,5.951243047,6.33142932,6.595821671,6.920964179,7.246106688,1
EL3_115_0,0,0,0.065260207,0.130520414,0.195780621,0.261040828,0.326301035,0.391561242,0.456821449,0.522081656,0.587341862,0.652602069,0.717862276,0.783122483,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0.84838269,0
EL3_116_0,0,0,0.063211753,0.126423505,0.189635258,0.252847011,0.316058764,0.379270516,0.442482269,0.505694022,0.568905774,0.632117527,0.69532928,0.758541033,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0.821752785,0
EL3_117_0,0,0,0.030109484,0.060218968,0.090328451,0.120437935,0.150547419,0.180656903,0.210766387,0.24087587,0.270985354,0.301094838,0.331204322,0.361313806,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0.391423289,0
EL3_117_1,0.08992405,0.09640971,0.102729203,0.108560429,0.115082599,0.121973273,0.131222369,0.139891071,0.149250718,0.16219406,0.174446459,0.18621059,0.20160448,0.21535853,0.229950925,0.245326731,0.261688283,0.279090858,0.297635793,0.31743364,0.337305187,0.358853425,0.373838683,0.392267145,0.410695606,1
EL3_118_0,0,0,0.003026982,0.006053963,0.009080945,0.012107926,0.015134908,0.01816189,0.021188871,0.024215853,0.027242834,0.030269816,0.033296798,0.036323779,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0.039350761,0
EL3_119_0,0,0,0.001462412,0.002924824,0.004387236,0.005849648,0.00731206,0.008774472,0.010236884,0.011699296,0.013161708,0.01462412,0.016086532,0.017548944,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0.019011356,0
EL3_120_0,0,0,0.06188832,0.123776641,0.185664961,0.247553282,0.309441602,0.371329923,0.433218243,0.495106564,0.556994884,0.618883205,0.680771525,0.742659845,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0.804548166,0
EL3_120_1,0.013250699,0.014206389,0.015137594,0.01599685,0.01695792,0.017973291,0.019336185,0.020613556,0.021992741,0.023899999,0.025705443,0.027438938,0.029707295,0.031734014,0.033884267,0.036149958,0.038560904,0.041125249,0.043857926,0.046775224,0.049703383,0.052878609,0.055086752,0.057802266,0.06051778,1
EL3_121_0,0,0,0.103065884,0.206131769,0.309197653,0.412263538,0.515329422,0.618395306,0.721461191,0.824527075,0.92759296,1.030658844,1.133724728,1.236790613,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,1.339856497,0
EL3_122_0,0,0,0.221848802,0.443697605,0.665546407,0.88739521,1.109244012,1.331092815,1.552941617,1.77479042,1.996639222,2.218488025,2.440336827,2.66218563,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,2.884034432,0
EL3_122_1,2.53734395,2.72034673,2.898660852,3.063197776,3.247230735,3.441661579,3.702638889,3.947239529,4.211336205,4.576552314,4.922272389,5.254215265,5.688577312,6.076668769,6.488415415,6.922267177,7.383933283,7.874973414,8.398246989,8.956873375,9.517579337,10.12559568,10.54842754,11.06841464,11.58840174,1
EL3_123_0,0,0,0.215859831,0.431719661,0.647579492,0.863439323,1.079299154,1.295158984,1.511018815,1.726878646,1.942738477,2.158598307,2.374458138,2.590317969,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,2.806177799,0
EL3_123_1,4.593282249,4.924567026,5.247364056,5.545220613,5.878370292,6.23034297,6.702782839,7.145576486,7.623663255,8.284803686,8.910650995,9.51155783,10.2978712,11.00042223,11.74579558,12.5311852,13.36692634,14.25584245,15.20310986,16.21437546,17.22940567,18.33008051,19.09552112,20.03683911,20.97815711,1
EL3_124_0,0,0,0.13068898,0.26137796,0.392066941,0.522755921,0.653444901,0.784133881,0.914822862,1.045511842,1.176200822,1.306889802,1.437578783,1.568267763,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,1.698956743,0
EL3_125_0,0,0,0.151304822,0.302609645,0.453914467,0.60521929,0.756524112,0.907828935,1.059133757,1.21043858,1.361743402,1.513048225,1.664353047,1.815657869,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,1.966962692,0
EL3_126_0,0,0,0.534147748,1.068295496,1.602443244,2.136590992,2.67073874,3.204886488,3.739034236,4.273181984,4.807329732,5.34147748,5.875625228,6.409772976,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,6.943920724,0
EL3_126_1,12.02983908,12.89747628,13.74288402,14.52297247,15.39549387,16.31731283,17.55463623,18.71431596,19.96642863,21.69796015,23.33705873,24.91083803,26.97019838,28.81018455,30.76232269,32.81926372,35.00807575,37.33615341,39.81705353,42.46556538,45.12393675,48.00661205,50.01130646,52.47662503,54.9419436,1
EL3_127_0,0,0,0.266206212,0.532412423,0.798618635,1.064824847,1.331031058,1.59723727,1.863443482,2.129649693,2.395855905,2.662062117,2.928268329,3.19447454,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,3.460680752,0
EL3_127_1,26.38039862,28.2830521,30.13695827,31.84762491,33.76098901,35.78245841,38.49580182,41.03887935,43.78465434,47.58175349,51.17615518,54.62731733,59.1433168,63.17824763,67.45911805,71.96981217,76.76968799,81.87496133,87.31536112,93.12331898,98.9528979,105.274356,109.6704778,115.0767086,120.4829394,1
EL3_128_0,0,0,0.113916671,0.227833341,0.341750012,0.455666682,0.569583353,0.683500023,0.797416694,0.911333364,1.025250035,1.139166705,1.253083376,1.367000046,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,1.480916717,0
EL3_128_1,0.262042102,0.280941563,0.299356807,0.316349222,0.335355074,0.355434759,0.382386975,0.407647905,0.434922271,0.472639663,0.508343618,0.542624745,0.587483127,0.627562952,0.670085747,0.71489143,0.762569616,0.81328138,0.867322027,0.925013705,0.982920151,1.045712537,1.089380148,1.143081387,1.196782626,1
EL3_129_0,0,0,0.066402682,0.132805364,0.199208047,0.265610729,0.332013411,0.398416093,0.464818776,0.531221458,0.59762414,0.664026822,0.730429504,0.796832187,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0.863234869,0
EL3_130_0,0,0,0.05475954,0.109519081,0.164278621,0.219038161,0.273797701,0.328557242,0.383316782,0.438076322,0.492835863,0.547595403,0.602354943,0.657114483,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0.711874024,0
EL3_131_0,0,0,0.077912947,0.155825893,0.23373884,0.311651786,0.389564733,0.46747768,0.545390626,0.623303573,0.70121652,0.779129466,0.857042413,0.934955359,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,1.012868306,0
EL3_131_1,3.48102207,3.732086463,3.976718412,4.202449205,4.454926916,4.721669649,5.079708524,5.41527999,5.777598372,6.278644097,6.752942904,7.208340557,7.80424868,8.336677454,8.901559153,9.496767209,10.1301342,10.80379988,11.52168713,12.28807545,13.05731678,13.89146396,14.47155364,15.18493212,15.8983106,1
EL3_132_0,0,0,0.065238215,0.130476429,0.195714644,0.260952858,0.326191073,0.391429288,0.456667502,0.521905717,0.587143931,0.652382146,0.71762036,0.782858575,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0.84809679,0
EL3_133_0,0,0,0.045310769,0.090621537,0.135932306,0.181243074,0.226553843,0.271864612,0.31717538,0.362486149,0.407796917,0.453107686,0.498418454,0.543729223,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0.589039992,0
EL3_134_0,0,0,0.027261729,0.054523459,0.081785188,0.109046917,0.136308647,0.163570376,0.190832106,0.218093835,0.245355564,0.272617294,0.299879023,0.327140752,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0.354402482,0
EL3_134_1,0.564506001,0.605220295,0.644891461,0.681497488,0.722440975,0.765697775,0.823759772,0.878178302,0.936934293,1.018187245,1.095102737,1.168953089,1.265589567,1.351931806,1.443536829,1.540059779,1.64277084,1.752017007,1.868434441,1.992717137,2.117462496,2.252733425,2.346804677,2.46249094,2.578177203,1
