Timeslice,Hour,Month,Daysplit,Demand fuel,startyear,endyear,timesliceDN,timesliceDE,timesliceED,timesliceEN,timesliceNE,timesliceND,region,Tech,renewable ninjafile
,,,,EL3_222_1,,,,,,,,,,SOPV12h_300_0,capacityfactor_solar
,,,,EL3_223_0,,,,,,,,,,SOPV12h_301_1,capacityfactor_solar
,,,,EL3_223_1,,,,,,,,,,SOPV12h_301_0,capacityfactor_solar
,,,,EL3_224_0,,,,,,,,,,SOPV12h_302_1,capacityfactor_solar
,,,,EL3_224_1,,,,,,,,,,SOPV12h_302_0,capacityfactor_solar
,,,,EL3_225_0,,,,,,,,,,SOPV12h_303_1,capacityfactor_solar
,,,,EL3_225_1,,,,,,,,,,SOPV12h_303_0,capacityfactor_solar
,,,,EL3_226_0,,,,,,,,,,SOPV12h_304_1,capacityfactor_solar
,,,,EL3_226_1,,,,,,,,,,SOPV12h_304_0,capacityfactor_solar
,,,,EL3_227_0,,,,,,,,,,SOPV12h_305_1,capacityfactor_solar
,,,,EL3_227_1,,,,,,,,,,SOPV12h_305_0,capacityfactor_solar
,,,,EL3_228_0,,,,,,,,,,SOPV12h_310_1,capacityfactor_solar
,,,,EL3_228_1,,,,,,,,,,SOPV12h_310_0,capacityfactor_solar
,,,,EL3_229_0,,,,,,,,,,SOPV12h_314_1,capacityfactor_solar
,,,,EL3_229_1,,,,,,,,,,SOPV12h_314_0,capacityfactor_solar
,,,,EL3_230_0,,,,,,,,,,SOPV12h_315_1,capacityfactor_solar
,,,,EL3_231_0,,,,,,,,,,SOPV12h_315_0,capacityfactor_solar
,,,,EL3_232_0,,,,,,,,,,SOPV12h_316_1,capacityfactor_solar
,,,,EL3_232_1,,,,,,,,,,SOPV12h_316_0,capacityfactor_solar
,,,,EL3_233_0,,,,,,,,,,SOPV12h_317_1,capacityfactor_solar
,,,,EL3_233_1,,,,,,,,,,SOPV12h_317_0,capacityfactor_solar
,,,,EL3_234_0,,,,,,,,,,SOPV12h_318_1,capacityfactor_solar
,,,,EL3_235_0,,,,,,,,,,SOPV12h_318_0,capacityfactor_solar
,,,,EL3_236_0,,,,,,,,,,SOPV12h_319_1,capacityfactor_solar
,,,,EL3_237_0,,,,,,,,,,SOPV12h_319_0,capacityfactor_solar
,,,,EL3_237_1,,,,,,,,,,SOPV12h_320_1,capacityfactor_solar
,,,,EL3_238_0,,,,,,,,,,SOPV12h_320_0,capacityfactor_solar
,,,,EL3_238_1,,,,,,,,,,SOPV12h_321_1,capacityfactor_solar
,,,,EL3_239_0,,,,,,,,,,SOPV12h_321_0,capacityfactor_solar
,,,,EL3_239_1,,,,,,,,,,SOPV12h_322_1,capacityfactor_solar
,,,,EL3_240_0,,,,,,,,,,SOPV12h_322_0,capacityfactor_solar
,,,,EL3_240_1,,,,,,,,,,SOPV12h_327_1,capacityfactor_solar
,,,,EL3_241_0,,,,,,,,,,SOPV12h_327_0,capacityfactor_solar
,,,,EL3_241_1,,,,,,,,,,SOPV12h_329_1,capacityfactor_solar
,,,,EL3_242_0,,,,,,,,,,SOPV12h_329_0,capacityfactor_solar
,,,,EL3_242_1,,,,,,,,,,SOPV12h_330_1,capacityfactor_solar
,,,,EL3_243_0,,,,,,,,,,SOPV12h_330_0,capacityfactor_solar
,,,,EL3_243_1,,,,,,,,,,SOPV12h_331_1,capacityfactor_solar
,,,,EL3_244_0,,,,,,,,,,SOPV12h_331_0,capacityfactor_solar
,,,,EL3_244_1,,,,,,,,,,SOPV12h_332_1,capacityfactor_solar
,,,,EL3_245_0,,,,,,,,,,SOPV12h_332_0,capacityfactor_solar
,,,,EL3_245_1,,,,,,,,,,SOPV12h_333_1,capacityfactor_solar
,,,,EL3_246_0,,,,,,,,,,SOPV12h_333_0,capacityfactor_solar
,,,,EL3_246_1,,,,,,,,,,SOPV12h_334_1,capacityfactor_solar
,,,,EL3_247_0,,,,,,,,,,SOPV12h_334_0,capacityfactor_solar
,,,,EL3_247_1,,,,,,,,,,SOPV12h_335_1,capacityfactor_solar
,,,,EL3_248_0,,,,,,,,,,SOPV12h_335_0,capacityfactor_solar
,,,,EL3_248_1,,,,,,,,,,SOPV12h_336_1,capacityfactor_solar
,,,,EL3_249_0,,,,,,,,,,SOPV12h_336_0,capacityfactor_solar
,,,,EL3_249_1,,,,,,,,,,SOPV12h_337_1,capacityfactor_solar
,,,,EL3_250_0,,,,,,,,,,SOPV12h_337_0,capacityfactor_solar
,,,,EL3_250_1,,,,,,,,,,SOPV12h_341_1,capacityfactor_solar
,,,,EL3_251_0,,,,,,,,,,SOPV12h_341_0,capacityfactor_solar
,,,,EL3_251_1,,,,,,,,,,SOPV12h_342_1,capacityfactor_solar
,,,,EL3_252_0,,,,,,,,,,SOPV12h_342_0,capacityfactor_solar
,,,,EL3_252_1,,,,,,,,,,SOPV12h_343_1,capacityfactor_solar
,,,,EL3_253_0,,,,,,,,,,SOPV12h_343_0,capacityfactor_solar
,,,,EL3_253_1,,,,,,,,,,SOPV12h_344_1,capacityfactor_solar
,,,,EL3_254_0,,,,,,,,,,SOPV12h_344_0,capacityfactor_solar
,,,,EL3_255_0,,,,,,,,,,SOPV12h_345_1,capacityfactor_solar
,,,,EL3_256_0,,,,,,,,,,SOPV12h_345_0,capacityfactor_solar
,,,,EL3_257_0,,,,,,,,,,SOPV12h_346_1,capacityfactor_solar
,,,,EL3_257_1,,,,,,,,,,SOPV12h_346_0,capacityfactor_solar
,,,,EL3_258_0,,,,,,,,,,SOPV12h_347_1,capacityfactor_solar
,,,,EL3_258_1,,,,,,,,,,SOPV12h_347_0,capacityfactor_solar
,,,,EL3_259_0,,,,,,,,,,SOPV12h_348_1,capacityfactor_solar
,,,,EL3_259_1,,,,,,,,,,SOPV12h_348_0,capacityfactor_solar
,,,,EL3_260_0,,,,,,,,,,SOPV12h_352_1,capacityfactor_solar
,,,,EL3_260_1,,,,,,,,,,SOPV12h_352_0,capacityfactor_solar
,,,,EL3_261_0,,,,,,,,,,SOPV12h_353_1,capacityfactor_solar
,,,,EL3_261_1,,,,,,,,,,SOPV12h_353_0,capacityfactor_solar
,,,,EL3_262_0,,,,,,,,,,SOPV12h_354_1,capacityfactor_solar
,,,,EL3_262_1,,,,,,,,,,SOPV12h_354_0,capacityfactor_solar
,,,,EL3_263_0,,,,,,,,,,SOPV12h_355_1,capacityfactor_solar
,,,,EL3_263_1,,,,,,,,,,SOPV12h_355_0,capacityfactor_solar
,,,,EL3_264_0,,,,,,,,,,SOPV12h_356_1,capacityfactor_solar
,,,,EL3_264_1,,,,,,,,,,SOPV12h_356_0,capacityfactor_solar
,,,,EL3_265_0,,,,,,,,,,SOPV12h_358_1,capacityfactor_solar
,,,,EL3_265_1,,,,,,,,,,SOPV12h_358_0,capacityfactor_solar
,,,,EL3_266_0,,,,,,,,,,SOPV12h_359_1,capacityfactor_solar
,,,,EL3_266_1,,,,,,,,,,SOPV12h_359_0,capacityfactor_solar
,,,,EL3_267_0,,,,,,,,,,SOPV12h_360_1,capacityfactor_solar
,,,,EL3_267_1,,,,,,,,,,SOPV12h_360_0,capacityfactor_solar
,,,,EL3_268_0,,,,,,,,,,SOPV12h_361_1,capacityfactor_solar
,,,,EL3_268_1,,,,,,,,,,SOPV12h_361_0,capacityfactor_solar
,,,,EL3_269_0,,,,,,,,,,SOPV12h_362_1,capacityfactor_solar
,,,,EL3_269_1,,,,,,,,,,SOPV12h_362_0,capacityfactor_solar
,,,,EL3_270_0,,,,,,,,,,SOPV12h_363_1,capacityfactor_solar
,,,,EL3_270_1,,,,,,,,,,SOPV12h_363_0,capacityfactor_solar
,,,,EL3_271_0,,,,,,,,,,SOPV12h_364_1,capacityfactor_solar
,,,,EL3_271_1,,,,,,,,,,SOPV12h_364_0,capacityfactor_solar
,,,,EL3_272_0,,,,,,,,,,SOPV12h_365_1,capacityfactor_solar
,,,,EL3_272_1,,,,,,,,,,SOPV12h_365_0,capacityfactor_solar
,,,,EL3_273_0,,,,,,,,,,SOPV12h_366_1,capacityfactor_solar
,,,,EL3_274_0,,,,,,,,,,SOPV12h_366_0,capacityfactor_solar
,,,,EL3_275_0,,,,,,,,,,SOPV12h_367_1,capacityfactor_solar
,,,,EL3_276_0,,,,,,,,,,SOPV12h_367_0,capacityfactor_solar
,,,,EL3_277_0,,,,,,,,,,SOPV12h_368_1,capacityfactor_solar
,,,,EL3_277_1,,,,,,,,,,SOPV12h_368_0,capacityfactor_solar
,,,,EL3_278_0,,,,,,,,,,SOPV12h_369_1,capacityfactor_solar
,,,,EL3_278_1,,,,,,,,,,SOPV12h_369_0,capacityfactor_solar
,,,,EL3_279_0,,,,,,,,,,SOPV12h_370_1,capacityfactor_solar
,,,,EL3_279_1,,,,,,,,,,SOPV12h_370_0,capacityfactor_solar
,,,,EL3_280_0,,,,,,,,,,SOPV12h_371_1,capacityfactor_solar
,,,,EL3_280_1,,,,,,,,,,SOPV12h_371_0,capacityfactor_solar
,,,,EL3_281_0,,,,,,,,,,SOPV12h_373_1,capacityfactor_solar
,,,,EL3_281_1,,,,,,,,,,SOPV12h_373_0,capacityfactor_solar
,,,,EL3_282_0,,,,,,,,,,SOPV12h_374_1,capacityfactor_solar
,,,,EL3_282_1,,,,,,,,,,SOPV12h_374_0,capacityfactor_solar
,,,,EL3_283_1,,,,,,,,,,SOPV12h_375_1,capacityfactor_solar
,,,,EL3_284_0,,,,,,,,,,SOPV12h_375_0,capacityfactor_solar
,,,,EL3_284_1,,,,,,,,,,SOPV12h_376_1,capacityfactor_solar
,,,,EL3_285_0,,,,,,,,,,SOPV12h_376_0,capacityfactor_solar
,,,,EL3_285_1,,,,,,,,,,SOPV12h_2_0,capacityfactor_solar
,,,,EL3_286_0,,,,,,,,,,SOPV12h_3_0,capacityfactor_solar
,,,,EL3_286_1,,,,,,,,,,SOPV12h_4_0,capacityfactor_solar
,,,,EL3_287_0,,,,,,,,,,SOPV12h_7_0,capacityfactor_solar
,,,,EL3_287_1,,,,,,,,,,SOPV12h_9_0,capacityfactor_solar
,,,,EL3_288_0,,,,,,,,,,SOPV12h_10_0,capacityfactor_solar
,,,,EL3_288_1,,,,,,,,,,SOPV12h_11_0,capacityfactor_solar
,,,,EL3_289_0,,,,,,,,,,SOPV12h_12_0,capacityfactor_solar
,,,,EL3_290_0,,,,,,,,,,SOPV12h_13_0,capacityfactor_solar
,,,,EL3_291_0,,,,,,,,,,SOPV12h_14_0,capacityfactor_solar
,,,,EL3_291_1,,,,,,,,,,SOPV12h_15_0,capacityfactor_solar
,,,,EL3_292_0,,,,,,,,,,SOPV12h_16_0,capacityfactor_solar
,,,,EL3_292_1,,,,,,,,,,SOPV12h_18_0,capacityfactor_solar
,,,,EL3_293_0,,,,,,,,,,SOPV12h_19_0,capacityfactor_solar
,,,,EL3_294_0,,,,,,,,,,SOPV12h_20_0,capacityfactor_solar
,,,,EL3_295_0,,,,,,,,,,SOPV12h_21_0,capacityfactor_solar
,,,,EL3_296_0,,,,,,,,,,SOPV12h_22_0,capacityfactor_solar
,,,,EL3_297_0,,,,,,,,,,SOPV12h_23_0,capacityfactor_solar
,,,,EL3_297_1,,,,,,,,,,SOPV12h_24_0,capacityfactor_solar
,,,,EL3_298_0,,,,,,,,,,SOPV12h_25_0,capacityfactor_solar
,,,,EL3_298_1,,,,,,,,,,SOPV12h_26_0,capacityfactor_solar
,,,,EL3_299_0,,,,,,,,,,SOPV12h_27_0,capacityfactor_solar
,,,,EL3_299_1,,,,,,,,,,SOPV12h_28_0,capacityfactor_solar
,,,,EL3_300_0,,,,,,,,,,SOPV12h_29_0,capacityfactor_solar
,,,,EL3_300_1,,,,,,,,,,SOPV12h_31_0,capacityfactor_solar
,,,,EL3_301_0,,,,,,,,,,SOPV12h_32_0,capacityfactor_solar
,,,,EL3_301_1,,,,,,,,,,SOPV12h_35_0,capacityfactor_solar
,,,,EL3_302_0,,,,,,,,,,SOPV12h_36_0,capacityfactor_solar
,,,,EL3_302_1,,,,,,,,,,SOPV12h_38_0,capacityfactor_solar
,,,,EL3_303_0,,,,,,,,,,SOPV12h_40_0,capacityfactor_solar
,,,,EL3_303_1,,,,,,,,,,SOPV12h_41_0,capacityfactor_solar
,,,,EL3_304_0,,,,,,,,,,SOPV12h_44_0,capacityfactor_solar
,,,,EL3_304_1,,,,,,,,,,SOPV12h_45_0,capacityfactor_solar
,,,,EL3_305_0,,,,,,,,,,SOPV12h_46_0,capacityfactor_solar
,,,,EL3_305_1,,,,,,,,,,SOPV12h_47_0,capacityfactor_solar
,,,,EL3_306_0,,,,,,,,,,SOPV12h_54_0,capacityfactor_solar
,,,,EL3_307_0,,,,,,,,,,SOPV12h_55_0,capacityfactor_solar
,,,,EL3_308_0,,,,,,,,,,SOPV12h_56_0,capacityfactor_solar
,,,,EL3_309_0,,,,,,,,,,SOPV12h_57_0,capacityfactor_solar
,,,,EL3_310_0,,,,,,,,,,SOPV12h_60_0,capacityfactor_solar
,,,,EL3_310_1,,,,,,,,,,SOPV12h_61_0,capacityfactor_solar
,,,,EL3_311_0,,,,,,,,,,SOPV12h_62_0,capacityfactor_solar
,,,,EL3_312_0,,,,,,,,,,SOPV12h_63_0,capacityfactor_solar
,,,,EL3_313_0,,,,,,,,,,SOPV12h_64_0,capacityfactor_solar
,,,,EL3_314_0,,,,,,,,,,SOPV12h_65_0,capacityfactor_solar
,,,,EL3_314_1,,,,,,,,,,SOPV12h_66_0,capacityfactor_solar
,,,,EL3_315_0,,,,,,,,,,SOPV12h_67_0,capacityfactor_solar
,,,,EL3_315_1,,,,,,,,,,SOPV12h_68_0,capacityfactor_solar
,,,,EL3_316_0,,,,,,,,,,SOPV12h_69_0,capacityfactor_solar
,,,,EL3_316_1,,,,,,,,,,SOPV12h_70_0,capacityfactor_solar
,,,,EL3_317_0,,,,,,,,,,SOPV12h_71_0,capacityfactor_solar
,,,,EL3_317_1,,,,,,,,,,SOPV12h_75_0,capacityfactor_solar
,,,,EL3_318_0,,,,,,,,,,SOPV12h_76_0,capacityfactor_solar
,,,,EL3_318_1,,,,,,,,,,SOPV12h_77_0,capacityfactor_solar
,,,,EL3_319_0,,,,,,,,,,SOPV12h_78_0,capacityfactor_solar
,,,,EL3_319_1,,,,,,,,,,SOPV12h_79_0,capacityfactor_solar
,,,,EL3_320_0,,,,,,,,,,SOPV12h_80_0,capacityfactor_solar
,,,,EL3_320_1,,,,,,,,,,SOPV12h_81_0,capacityfactor_solar
,,,,EL3_321_0,,,,,,,,,,SOPV12h_82_0,capacityfactor_solar
,,,,EL3_321_1,,,,,,,,,,SOPV12h_83_0,capacityfactor_solar
,,,,EL3_322_0,,,,,,,,,,SOPV12h_84_0,capacityfactor_solar
,,,,EL3_322_1,,,,,,,,,,SOPV12h_85_0,capacityfactor_solar
,,,,EL3_323_0,,,,,,,,,,SOPV12h_86_0,capacityfactor_solar
,,,,EL3_324_0,,,,,,,,,,SOPV12h_89_0,capacityfactor_solar
,,,,EL3_325_0,,,,,,,,,,SOPV12h_90_0,capacityfactor_solar
,,,,EL3_326_0,,,,,,,,,,SOPV12h_93_0,capacityfactor_solar
,,,,EL3_327_0,,,,,,,,,,SOPV12h_94_0,capacityfactor_solar
,,,,EL3_327_1,,,,,,,,,,SOPV12h_95_0,capacityfactor_solar
,,,,EL3_328_0,,,,,,,,,,SOPV12h_96_0,capacityfactor_solar
,,,,EL3_329_0,,,,,,,,,,SOPV12h_97_0,capacityfactor_solar
,,,,EL3_329_1,,,,,,,,,,SOPV12h_98_0,capacityfactor_solar
,,,,EL3_330_0,,,,,,,,,,SOPV12h_99_0,capacityfactor_solar
,,,,EL3_330_1,,,,,,,,,,SOPV12h_101_0,capacityfactor_solar
,,,,EL3_331_0,,,,,,,,,,SOPV12h_102_0,capacityfactor_solar
,,,,EL3_331_1,,,,,,,,,,SOPV12h_103_0,capacityfactor_solar
,,,,EL3_332_0,,,,,,,,,,SOPV12h_107_0,capacityfactor_solar
,,,,EL3_332_1,,,,,,,,,,SOPV12h_108_0,capacityfactor_solar
,,,,EL3_333_0,,,,,,,,,,SOPV12h_111_0,capacityfactor_solar
,,,,EL3_333_1,,,,,,,,,,SOPV12h_113_0,capacityfactor_solar
,,,,EL3_334_0,,,,,,,,,,SOPV12h_115_0,capacityfactor_solar
,,,,EL3_334_1,,,,,,,,,,SOPV12h_116_0,capacityfactor_solar
,,,,EL3_335_0,,,,,,,,,,SOPV12h_118_0,capacityfactor_solar
,,,,EL3_335_1,,,,,,,,,,SOPV12h_119_0,capacityfactor_solar
,,,,EL3_336_0,,,,,,,,,,SOPV12h_121_0,capacityfactor_solar
,,,,EL3_336_1,,,,,,,,,,SOPV12h_124_0,capacityfactor_solar
,,,,EL3_337_0,,,,,,,,,,SOPV12h_125_0,capacityfactor_solar
,,,,EL3_337_1,,,,,,,,,,SOPV12h_129_0,capacityfactor_solar
,,,,EL3_338_0,,,,,,,,,,SOPV12h_130_0,capacityfactor_solar
,,,,EL3_339_0,,,,,,,,,,SOPV12h_132_0,capacityfactor_solar
,,,,EL3_340_0,,,,,,,,,,SOPV12h_133_0,capacityfactor_solar
,,,,EL3_341_0,,,,,,,,,,SOPV12h_135_0,capacityfactor_solar
,,,,EL3_341_1,,,,,,,,,,SOPV12h_136_0,capacityfactor_solar
,,,,EL3_342_0,,,,,,,,,,SOPV12h_137_0,capacityfactor_solar
,,,,EL3_342_1,,,,,,,,,,SOPV12h_138_0,capacityfactor_solar
,,,,EL3_343_0,,,,,,,,,,SOPV12h_141_0,capacityfactor_solar
,,,,EL3_343_1,,,,,,,,,,SOPV12h_142_0,capacityfactor_solar
,,,,EL3_344_0,,,,,,,,,,SOPV12h_146_0,capacityfactor_solar
,,,,EL3_344_1,,,,,,,,,,SOPV12h_150_0,capacityfactor_solar
,,,,EL3_345_0,,,,,,,,,,SOPV12h_151_0,capacityfactor_solar
,,,,EL3_345_1,,,,,,,,,,SOPV12h_152_0,capacityfactor_solar
,,,,EL3_346_0,,,,,,,,,,SOPV12h_154_0,capacityfactor_solar
,,,,EL3_346_1,,,,,,,,,,SOPV12h_155_0,capacityfactor_solar
,,,,EL3_347_0,,,,,,,,,,SOPV12h_156_0,capacityfactor_solar
,,,,EL3_347_1,,,,,,,,,,SOPV12h_157_0,capacityfactor_solar
,,,,EL3_348_0,,,,,,,,,,SOPV12h_158_0,capacityfactor_solar
,,,,EL3_348_1,,,,,,,,,,SOPV12h_159_0,capacityfactor_solar
,,,,EL3_349_0,,,,,,,,,,SOPV12h_169_0,capacityfactor_solar
,,,,EL3_350_0,,,,,,,,,,SOPV12h_175_0,capacityfactor_solar
,,,,EL3_351_0,,,,,,,,,,SOPV12h_176_0,capacityfactor_solar
,,,,EL3_352_0,,,,,,,,,,SOPV12h_177_0,capacityfactor_solar
,,,,EL3_352_1,,,,,,,,,,SOPV12h_194_0,capacityfactor_solar
,,,,EL3_353_0,,,,,,,,,,SOPV12h_195_0,capacityfactor_solar
,,,,EL3_353_1,,,,,,,,,,SOPV12h_196_0,capacityfactor_solar
,,,,EL3_354_0,,,,,,,,,,SOPV12h_210_0,capacityfactor_solar
,,,,EL3_354_1,,,,,,,,,,SOPV12h_211_0,capacityfactor_solar
,,,,EL3_355_0,,,,,,,,,,SOPV12h_212_0,capacityfactor_solar
,,,,EL3_355_1,,,,,,,,,,SOPV12h_213_0,capacityfactor_solar
,,,,EL3_356_0,,,,,,,,,,SOPV12h_214_0,capacityfactor_solar
,,,,EL3_356_1,,,,,,,,,,SOPV12h_215_0,capacityfactor_solar
,,,,EL3_357_0,,,,,,,,,,SOPV12h_216_0,capacityfactor_solar
,,,,EL3_358_0,,,,,,,,,,SOPV12h_230_0,capacityfactor_solar
,,,,EL3_358_1,,,,,,,,,,SOPV12h_231_0,capacityfactor_solar
,,,,EL3_359_0,,,,,,,,,,SOPV12h_234_0,capacityfactor_solar
,,,,EL3_359_1,,,,,,,,,,SOPV12h_235_0,capacityfactor_solar
,,,,EL3_360_0,,,,,,,,,,SOPV12h_236_0,capacityfactor_solar
,,,,EL3_360_1,,,,,,,,,,SOPV12h_254_0,capacityfactor_solar
,,,,EL3_361_0,,,,,,,,,,SOPV12h_255_0,capacityfactor_solar
,,,,EL3_361_1,,,,,,,,,,SOPV12h_256_0,capacityfactor_solar
,,,,EL3_362_0,,,,,,,,,,SOPV12h_273_0,capacityfactor_solar
,,,,EL3_362_1,,,,,,,,,,SOPV12h_274_0,capacityfactor_solar
,,,,EL3_363_0,,,,,,,,,,SOPV12h_275_0,capacityfactor_solar
,,,,EL3_363_1,,,,,,,,,,SOPV12h_276_0,capacityfactor_solar
,,,,EL3_364_0,,,,,,,,,,SOPV12h_289_0,capacityfactor_solar
,,,,EL3_364_1,,,,,,,,,,SOPV12h_290_0,capacityfactor_solar
,,,,EL3_365_0,,,,,,,,,,SOPV12h_293_0,capacityfactor_solar
,,,,EL3_365_1,,,,,,,,,,SOPV12h_294_0,capacityfactor_solar
,,,,EL3_366_0,,,,,,,,,,SOPV12h_295_0,capacityfactor_solar
,,,,EL3_366_1,,,,,,,,,,SOPV12h_296_0,capacityfactor_solar
,,,,EL3_367_0,,,,,,,,,,SOPV12h_306_0,capacityfactor_solar
,,,,EL3_367_1,,,,,,,,,,SOPV12h_307_0,capacityfactor_solar
,,,,EL3_368_0,,,,,,,,,,SOPV12h_308_0,capacityfactor_solar
,,,,EL3_368_1,,,,,,,,,,SOPV12h_309_0,capacityfactor_solar
,,,,EL3_369_0,,,,,,,,,,SOPV12h_311_0,capacityfactor_solar
,,,,EL3_369_1,,,,,,,,,,SOPV12h_312_0,capacityfactor_solar
,,,,EL3_370_0,,,,,,,,,,SOPV12h_313_0,capacityfactor_solar
,,,,EL3_370_1,,,,,,,,,,SOPV12h_323_0,capacityfactor_solar
,,,,EL3_371_0,,,,,,,,,,SOPV12h_324_0,capacityfactor_solar
,,,,EL3_371_1,,,,,,,,,,SOPV12h_325_0,capacityfactor_solar
,,,,EL3_372_0,,,,,,,,,,SOPV12h_326_0,capacityfactor_solar
,,,,EL3_373_0,,,,,,,,,,SOPV12h_328_0,capacityfactor_solar
,,,,EL3_373_1,,,,,,,,,,SOPV12h_338_0,capacityfactor_solar
,,,,EL3_374_0,,,,,,,,,,SOPV12h_339_0,capacityfactor_solar
,,,,EL3_374_1,,,,,,,,,,SOPV12h_340_0,capacityfactor_solar
,,,,EL3_375_0,,,,,,,,,,SOPV12h_349_0,capacityfactor_solar
,,,,EL3_375_1,,,,,,,,,,SOPV12h_350_0,capacityfactor_solar
,,,,EL3_376_0,,,,,,,,,,SOPV12h_351_0,capacityfactor_solar
,,,,EL3_376_1,,,,,,,,,,SOPV12h_357_0,capacityfactor_solar
,,,,EL3_377_0,,,,,,,,,,SOPV12h_372_0,capacityfactor_solar
,,,,EL3_378_0,,,,,,,,,,SOPV12h_377_0,capacityfactor_solar
,,,,,,,,,,,,,,SOPV12h_378_0,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_1,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_2,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_3,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_4,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_5,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_6,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_7,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_8,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_9,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_10,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_11,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_12,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_13,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_14,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_15,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_16,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_17,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_18,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_19,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_20,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_21,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_22,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_23,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_24,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_25,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_26,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_27,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_28,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_29,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_30,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_31,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_32,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_33,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_34,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_35,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_36,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_37,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_38,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_39,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_40,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_41,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_42,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_43,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_44,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_45,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_46,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_47,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_48,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_49,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_50,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_51,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_52,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_53,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_54,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_55,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_56,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_57,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_58,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_59,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_60,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_61,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_62,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_63,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_64,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_65,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_66,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_67,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_68,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_69,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_70,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_71,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_72,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_73,capacityfactor_solar
,,,,,,,,,,,,,,SOMG12h_74,capacityfactor_solar
