,Column,Fuel,Technology,Inputactivity,ModeofOperation
1277,0,KEEL2_242,TRLV_242_1,1,1
1278,0,KEEL2_242,TRLV_242_0,1,1
1279,0,EL2_243,TRLV_243_1,1,1
1280,0,EL2_243,TRLV_243_0,1,1
1281,0,KEEL2,KEEL00d_243,1,1
1282,0,SOLAR_243,SOPV_243_1,1,1
1283,0,SOLAR_243,SOPV_243_0,1,1
1284,0,SOLAR_243,SOPV8h_243_1,1,1
1285,0,SOLAR_243,SOPV8h_243_0,1,1
1286,0,SOLAR_243,SOPV12h_243_1,1,1
1298,0,SOLAR_244,SOPV12h_244_0,1,1
1288,0,KEEL2_243,TRLV_243_1,1,1
1289,0,KEEL2_243,TRLV_243_0,1,1
1290,0,EL2_244,TRLV_244_1,1,1
1291,0,EL2_244,TRLV_244_0,1,1
1292,0,KEEL2,KEEL00d_244,1,1
1293,0,SOLAR_244,SOPV_244_1,1,1
1294,0,SOLAR_244,SOPV_244_0,1,1
1295,0,SOLAR_244,SOPV8h_244_1,1,1
1296,0,SOLAR_244,SOPV8h_244_0,1,1
1297,0,SOLAR_244,SOPV12h_244_1,1,1
1309,0,SOLAR_245,SOPV12h_245_0,1,1
1299,0,KEEL2_244,TRLV_244_1,1,1
1300,0,KEEL2_244,TRLV_244_0,1,1
1301,0,EL2_245,TRLV_245_1,1,1
1302,0,EL2_245,TRLV_245_0,1,1
1303,0,KEEL2,KEEL00d_245,1,1
1304,0,SOLAR_245,SOPV_245_1,1,1
1305,0,SOLAR_245,SOPV_245_0,1,1
1306,0,SOLAR_245,SOPV8h_245_1,1,1
1307,0,SOLAR_245,SOPV8h_245_0,1,1
1308,0,SOLAR_245,SOPV12h_245_1,1,1
1320,0,SOLAR_246,SOPV12h_246_0,1,1
1310,0,KEEL2_245,TRLV_245_1,1,1
1311,0,KEEL2_245,TRLV_245_0,1,1
1312,0,EL2_246,TRLV_246_1,1,1
1313,0,EL2_246,TRLV_246_0,1,1
1314,0,KEEL2,KEEL00d_246,1,1
1315,0,SOLAR_246,SOPV_246_1,1,1
1316,0,SOLAR_246,SOPV_246_0,1,1
1317,0,SOLAR_246,SOPV8h_246_1,1,1
1318,0,SOLAR_246,SOPV8h_246_0,1,1
1319,0,SOLAR_246,SOPV12h_246_1,1,1
1331,0,SOLAR_247,SOPV12h_247_0,1,1
1321,0,KEEL2_246,TRLV_246_1,1,1
1322,0,KEEL2_246,TRLV_246_0,1,1
1323,0,EL2_247,TRLV_247_1,1,1
1324,0,EL2_247,TRLV_247_0,1,1
1325,0,KEEL2,KEEL00d_247,1,1
1326,0,SOLAR_247,SOPV_247_1,1,1
1327,0,SOLAR_247,SOPV_247_0,1,1
1328,0,SOLAR_247,SOPV8h_247_1,1,1
1329,0,SOLAR_247,SOPV8h_247_0,1,1
1330,0,SOLAR_247,SOPV12h_247_1,1,1
1342,0,SOLAR_248,SOPV12h_248_0,1,1
1332,0,KEEL2_247,TRLV_247_1,1,1
1333,0,KEEL2_247,TRLV_247_0,1,1
1334,0,EL2_248,TRLV_248_1,1,1
1335,0,EL2_248,TRLV_248_0,1,1
1336,0,KEEL2,KEEL00d_248,1,1
1337,0,SOLAR_248,SOPV_248_1,1,1
1338,0,SOLAR_248,SOPV_248_0,1,1
1339,0,SOLAR_248,SOPV8h_248_1,1,1
1340,0,SOLAR_248,SOPV8h_248_0,1,1
1341,0,SOLAR_248,SOPV12h_248_1,1,1
1353,0,SOLAR_249,SOPV12h_249_0,1,1
1343,0,KEEL2_248,TRLV_248_1,1,1
1344,0,KEEL2_248,TRLV_248_0,1,1
1345,0,EL2_249,TRLV_249_1,1,1
1346,0,EL2_249,TRLV_249_0,1,1
1347,0,KEEL2,KEEL00d_249,1,1
1348,0,SOLAR_249,SOPV_249_1,1,1
1349,0,SOLAR_249,SOPV_249_0,1,1
1350,0,SOLAR_249,SOPV8h_249_1,1,1
1351,0,SOLAR_249,SOPV8h_249_0,1,1
1352,0,SOLAR_249,SOPV12h_249_1,1,1
1364,0,SOLAR_250,SOPV12h_250_0,1,1
1354,0,KEEL2_249,TRLV_249_1,1,1
1355,0,KEEL2_249,TRLV_249_0,1,1
1356,0,EL2_250,TRLV_250_1,1,1
1357,0,EL2_250,TRLV_250_0,1,1
1358,0,KEEL2,KEEL00d_250,1,1
1359,0,SOLAR_250,SOPV_250_1,1,1
1360,0,SOLAR_250,SOPV_250_0,1,1
1361,0,SOLAR_250,SOPV8h_250_1,1,1
1362,0,SOLAR_250,SOPV8h_250_0,1,1
1363,0,SOLAR_250,SOPV12h_250_1,1,1
1375,0,SOLAR_251,SOPV12h_251_0,1,1
1365,0,KEEL2_250,TRLV_250_1,1,1
1366,0,KEEL2_250,TRLV_250_0,1,1
1367,0,EL2_251,TRLV_251_1,1,1
1368,0,EL2_251,TRLV_251_0,1,1
1369,0,KEEL2,KEEL00d_251,1,1
1370,0,SOLAR_251,SOPV_251_1,1,1
1371,0,SOLAR_251,SOPV_251_0,1,1
1372,0,SOLAR_251,SOPV8h_251_1,1,1
1373,0,SOLAR_251,SOPV8h_251_0,1,1
1374,0,SOLAR_251,SOPV12h_251_1,1,1
1386,0,SOLAR_252,SOPV12h_252_0,1,1
1376,0,KEEL2_251,TRLV_251_1,1,1
1377,0,KEEL2_251,TRLV_251_0,1,1
1378,0,EL2_252,TRLV_252_1,1,1
1379,0,EL2_252,TRLV_252_0,1,1
1380,0,KEEL2,KEEL00d_252,1,1
1381,0,SOLAR_252,SOPV_252_1,1,1
1382,0,SOLAR_252,SOPV_252_0,1,1
1383,0,SOLAR_252,SOPV8h_252_1,1,1
1384,0,SOLAR_252,SOPV8h_252_0,1,1
1385,0,SOLAR_252,SOPV12h_252_1,1,1
1397,0,SOLAR_253,SOPV12h_253_0,1,1
1387,0,KEEL2_252,TRLV_252_1,1,1
1388,0,KEEL2_252,TRLV_252_0,1,1
1389,0,EL2_253,TRLV_253_1,1,1
1390,0,EL2_253,TRLV_253_0,1,1
1391,0,KEEL2,KEEL00d_253,1,1
1392,0,SOLAR_253,SOPV_253_1,1,1
1393,0,SOLAR_253,SOPV_253_0,1,1
1394,0,SOLAR_253,SOPV8h_253_1,1,1
1395,0,SOLAR_253,SOPV8h_253_0,1,1
1396,0,SOLAR_253,SOPV12h_253_1,1,1
1408,0,SOLAR_257,SOPV12h_257_0,1,1
1398,0,KEEL2_253,TRLV_253_1,1,1
1399,0,KEEL2_253,TRLV_253_0,1,1
1400,0,EL2_257,TRLV_257_1,1,1
1401,0,EL2_257,TRLV_257_0,1,1
1402,0,KEEL2,KEEL00d_257,1,1
1403,0,SOLAR_257,SOPV_257_1,1,1
1404,0,SOLAR_257,SOPV_257_0,1,1
1405,0,SOLAR_257,SOPV8h_257_1,1,1
1406,0,SOLAR_257,SOPV8h_257_0,1,1
1407,0,SOLAR_257,SOPV12h_257_1,1,1
1419,0,SOLAR_258,SOPV12h_258_0,1,1
1409,0,KEEL2_257,TRLV_257_1,1,1
1410,0,KEEL2_257,TRLV_257_0,1,1
1411,0,EL2_258,TRLV_258_1,1,1
1412,0,EL2_258,TRLV_258_0,1,1
1413,0,KEEL2,KEEL00d_258,1,1
1414,0,SOLAR_258,SOPV_258_1,1,1
1415,0,SOLAR_258,SOPV_258_0,1,1
1416,0,SOLAR_258,SOPV8h_258_1,1,1
1417,0,SOLAR_258,SOPV8h_258_0,1,1
1418,0,SOLAR_258,SOPV12h_258_1,1,1
1430,0,SOLAR_259,SOPV12h_259_0,1,1
1420,0,KEEL2_258,TRLV_258_1,1,1
1421,0,KEEL2_258,TRLV_258_0,1,1
1422,0,EL2_259,TRLV_259_1,1,1
1423,0,EL2_259,TRLV_259_0,1,1
1424,0,KEEL2,KEEL00d_259,1,1
1425,0,SOLAR_259,SOPV_259_1,1,1
1426,0,SOLAR_259,SOPV_259_0,1,1
1427,0,SOLAR_259,SOPV8h_259_1,1,1
1428,0,SOLAR_259,SOPV8h_259_0,1,1
1429,0,SOLAR_259,SOPV12h_259_1,1,1
1441,0,SOLAR_260,SOPV12h_260_0,1,1
1431,0,KEEL2_259,TRLV_259_1,1,1
1432,0,KEEL2_259,TRLV_259_0,1,1
1433,0,EL2_260,TRLV_260_1,1,1
1434,0,EL2_260,TRLV_260_0,1,1
1435,0,KEEL2,KEEL00d_260,1,1
1436,0,SOLAR_260,SOPV_260_1,1,1
1437,0,SOLAR_260,SOPV_260_0,1,1
1438,0,SOLAR_260,SOPV8h_260_1,1,1
1439,0,SOLAR_260,SOPV8h_260_0,1,1
1440,0,SOLAR_260,SOPV12h_260_1,1,1
1452,0,SOLAR_261,SOPV12h_261_0,1,1
1442,0,KEEL2_260,TRLV_260_1,1,1
1443,0,KEEL2_260,TRLV_260_0,1,1
1444,0,EL2_261,TRLV_261_1,1,1
1445,0,EL2_261,TRLV_261_0,1,1
1446,0,KEEL2,KEEL00d_261,1,1
1447,0,SOLAR_261,SOPV_261_1,1,1
1448,0,SOLAR_261,SOPV_261_0,1,1
1449,0,SOLAR_261,SOPV8h_261_1,1,1
1450,0,SOLAR_261,SOPV8h_261_0,1,1
1451,0,SOLAR_261,SOPV12h_261_1,1,1
1463,0,SOLAR_262,SOPV12h_262_0,1,1
1453,0,KEEL2_261,TRLV_261_1,1,1
1454,0,KEEL2_261,TRLV_261_0,1,1
1455,0,EL2_262,TRLV_262_1,1,1
1456,0,EL2_262,TRLV_262_0,1,1
1457,0,KEEL2,KEEL00d_262,1,1
1458,0,SOLAR_262,SOPV_262_1,1,1
1459,0,SOLAR_262,SOPV_262_0,1,1
1460,0,SOLAR_262,SOPV8h_262_1,1,1
1461,0,SOLAR_262,SOPV8h_262_0,1,1
1462,0,SOLAR_262,SOPV12h_262_1,1,1
1474,0,SOLAR_263,SOPV12h_263_0,1,1
1464,0,KEEL2_262,TRLV_262_1,1,1
1465,0,KEEL2_262,TRLV_262_0,1,1
1466,0,EL2_263,TRLV_263_1,1,1
1467,0,EL2_263,TRLV_263_0,1,1
1468,0,KEEL2,KEEL00d_263,1,1
1469,0,SOLAR_263,SOPV_263_1,1,1
1470,0,SOLAR_263,SOPV_263_0,1,1
1471,0,SOLAR_263,SOPV8h_263_1,1,1
1472,0,SOLAR_263,SOPV8h_263_0,1,1
1473,0,SOLAR_263,SOPV12h_263_1,1,1
1485,0,SOLAR_264,SOPV12h_264_0,1,1
1475,0,KEEL2_263,TRLV_263_1,1,1
1476,0,KEEL2_263,TRLV_263_0,1,1
1477,0,EL2_264,TRLV_264_1,1,1
1478,0,EL2_264,TRLV_264_0,1,1
1479,0,KEEL2,KEEL00d_264,1,1
1480,0,SOLAR_264,SOPV_264_1,1,1
1481,0,SOLAR_264,SOPV_264_0,1,1
1482,0,SOLAR_264,SOPV8h_264_1,1,1
1483,0,SOLAR_264,SOPV8h_264_0,1,1
1484,0,SOLAR_264,SOPV12h_264_1,1,1
1496,0,SOLAR_265,SOPV12h_265_0,1,1
1486,0,KEEL2_264,TRLV_264_1,1,1
1487,0,KEEL2_264,TRLV_264_0,1,1
1488,0,EL2_265,TRLV_265_1,1,1
1489,0,EL2_265,TRLV_265_0,1,1
1490,0,KEEL2,KEEL00d_265,1,1
1491,0,SOLAR_265,SOPV_265_1,1,1
1492,0,SOLAR_265,SOPV_265_0,1,1
1493,0,SOLAR_265,SOPV8h_265_1,1,1
1494,0,SOLAR_265,SOPV8h_265_0,1,1
1495,0,SOLAR_265,SOPV12h_265_1,1,1
1507,0,SOLAR_266,SOPV12h_266_0,1,1
1497,0,KEEL2_265,TRLV_265_1,1,1
1498,0,KEEL2_265,TRLV_265_0,1,1
1499,0,EL2_266,TRLV_266_1,1,1
1500,0,EL2_266,TRLV_266_0,1,1
1501,0,KEEL2,KEEL00d_266,1,1
1502,0,SOLAR_266,SOPV_266_1,1,1
1503,0,SOLAR_266,SOPV_266_0,1,1
1504,0,SOLAR_266,SOPV8h_266_1,1,1
1505,0,SOLAR_266,SOPV8h_266_0,1,1
1506,0,SOLAR_266,SOPV12h_266_1,1,1
1518,0,SOLAR_267,SOPV12h_267_0,1,1
1508,0,KEEL2_266,TRLV_266_1,1,1
1509,0,KEEL2_266,TRLV_266_0,1,1
1510,0,EL2_267,TRLV_267_1,1,1
1511,0,EL2_267,TRLV_267_0,1,1
1512,0,KEEL2,KEEL00d_267,1,1
1513,0,SOLAR_267,SOPV_267_1,1,1
1514,0,SOLAR_267,SOPV_267_0,1,1
1515,0,SOLAR_267,SOPV8h_267_1,1,1
1516,0,SOLAR_267,SOPV8h_267_0,1,1
1517,0,SOLAR_267,SOPV12h_267_1,1,1
1529,0,SOLAR_268,SOPV12h_268_0,1,1
1519,0,KEEL2_267,TRLV_267_1,1,1
1520,0,KEEL2_267,TRLV_267_0,1,1
1521,0,EL2_268,TRLV_268_1,1,1
1522,0,EL2_268,TRLV_268_0,1,1
1523,0,KEEL2,KEEL00d_268,1,1
1524,0,SOLAR_268,SOPV_268_1,1,1
1525,0,SOLAR_268,SOPV_268_0,1,1
1526,0,SOLAR_268,SOPV8h_268_1,1,1
1527,0,SOLAR_268,SOPV8h_268_0,1,1
1528,0,SOLAR_268,SOPV12h_268_1,1,1
1540,0,SOLAR_269,SOPV12h_269_0,1,1
1530,0,KEEL2_268,TRLV_268_1,1,1
1531,0,KEEL2_268,TRLV_268_0,1,1
1532,0,EL2_269,TRLV_269_1,1,1
1533,0,EL2_269,TRLV_269_0,1,1
1534,0,KEEL2,KEEL00d_269,1,1
1535,0,SOLAR_269,SOPV_269_1,1,1
1536,0,SOLAR_269,SOPV_269_0,1,1
1537,0,SOLAR_269,SOPV8h_269_1,1,1
1538,0,SOLAR_269,SOPV8h_269_0,1,1
1539,0,SOLAR_269,SOPV12h_269_1,1,1
1551,0,SOLAR_270,SOPV12h_270_0,1,1
1541,0,KEEL2_269,TRLV_269_1,1,1
1542,0,KEEL2_269,TRLV_269_0,1,1
1543,0,EL2_270,TRLV_270_1,1,1
1544,0,EL2_270,TRLV_270_0,1,1
1545,0,KEEL2,KEEL00d_270,1,1
1546,0,SOLAR_270,SOPV_270_1,1,1
1547,0,SOLAR_270,SOPV_270_0,1,1
1548,0,SOLAR_270,SOPV8h_270_1,1,1
1549,0,SOLAR_270,SOPV8h_270_0,1,1
1550,0,SOLAR_270,SOPV12h_270_1,1,1
1562,0,SOLAR_271,SOPV12h_271_0,1,1
1552,0,KEEL2_270,TRLV_270_1,1,1
1553,0,KEEL2_270,TRLV_270_0,1,1
1554,0,EL2_271,TRLV_271_1,1,1
1555,0,EL2_271,TRLV_271_0,1,1
1556,0,KEEL2,KEEL00d_271,1,1
1557,0,SOLAR_271,SOPV_271_1,1,1
1558,0,SOLAR_271,SOPV_271_0,1,1
1559,0,SOLAR_271,SOPV8h_271_1,1,1
1560,0,SOLAR_271,SOPV8h_271_0,1,1
1561,0,SOLAR_271,SOPV12h_271_1,1,1
1573,0,SOLAR_272,SOPV12h_272_0,1,1
1563,0,KEEL2_271,TRLV_271_1,1,1
1564,0,KEEL2_271,TRLV_271_0,1,1
1565,0,EL2_272,TRLV_272_1,1,1
1566,0,EL2_272,TRLV_272_0,1,1
1567,0,KEEL2,KEEL00d_272,1,1
1568,0,SOLAR_272,SOPV_272_1,1,1
1569,0,SOLAR_272,SOPV_272_0,1,1
1570,0,SOLAR_272,SOPV8h_272_1,1,1
1571,0,SOLAR_272,SOPV8h_272_0,1,1
1572,0,SOLAR_272,SOPV12h_272_1,1,1
1584,0,SOLAR_277,SOPV12h_277_0,1,1
1574,0,KEEL2_272,TRLV_272_1,1,1
1575,0,KEEL2_272,TRLV_272_0,1,1
1576,0,EL2_277,TRLV_277_1,1,1
1577,0,EL2_277,TRLV_277_0,1,1
1578,0,KEEL2,KEEL00d_277,1,1
1579,0,SOLAR_277,SOPV_277_1,1,1
1580,0,SOLAR_277,SOPV_277_0,1,1
1581,0,SOLAR_277,SOPV8h_277_1,1,1
1582,0,SOLAR_277,SOPV8h_277_0,1,1
1583,0,SOLAR_277,SOPV12h_277_1,1,1
1595,0,SOLAR_278,SOPV12h_278_0,1,1
1585,0,KEEL2_277,TRLV_277_1,1,1
1586,0,KEEL2_277,TRLV_277_0,1,1
1587,0,EL2_278,TRLV_278_1,1,1
1588,0,EL2_278,TRLV_278_0,1,1
1589,0,KEEL2,KEEL00d_278,1,1
1590,0,SOLAR_278,SOPV_278_1,1,1
1591,0,SOLAR_278,SOPV_278_0,1,1
1592,0,SOLAR_278,SOPV8h_278_1,1,1
1593,0,SOLAR_278,SOPV8h_278_0,1,1
1594,0,SOLAR_278,SOPV12h_278_1,1,1
1606,0,SOLAR_279,SOPV12h_279_0,1,1
1596,0,KEEL2_278,TRLV_278_1,1,1
1597,0,KEEL2_278,TRLV_278_0,1,1
1598,0,EL2_279,TRLV_279_1,1,1
1599,0,EL2_279,TRLV_279_0,1,1
1600,0,KEEL2,KEEL00d_279,1,1
1601,0,SOLAR_279,SOPV_279_1,1,1
1602,0,SOLAR_279,SOPV_279_0,1,1
1603,0,SOLAR_279,SOPV8h_279_1,1,1
1604,0,SOLAR_279,SOPV8h_279_0,1,1
1605,0,SOLAR_279,SOPV12h_279_1,1,1
1617,0,SOLAR_280,SOPV12h_280_0,1,1
1607,0,KEEL2_279,TRLV_279_1,1,1
1608,0,KEEL2_279,TRLV_279_0,1,1
1609,0,EL2_280,TRLV_280_1,1,1
1610,0,EL2_280,TRLV_280_0,1,1
1611,0,KEEL2,KEEL00d_280,1,1
1612,0,SOLAR_280,SOPV_280_1,1,1
1613,0,SOLAR_280,SOPV_280_0,1,1
1614,0,SOLAR_280,SOPV8h_280_1,1,1
1615,0,SOLAR_280,SOPV8h_280_0,1,1
1616,0,SOLAR_280,SOPV12h_280_1,1,1
1628,0,SOLAR_281,SOPV12h_281_0,1,1
1618,0,KEEL2_280,TRLV_280_1,1,1
1619,0,KEEL2_280,TRLV_280_0,1,1
1620,0,EL2_281,TRLV_281_1,1,1
1621,0,EL2_281,TRLV_281_0,1,1
1622,0,KEEL2,KEEL00d_281,1,1
1623,0,SOLAR_281,SOPV_281_1,1,1
1624,0,SOLAR_281,SOPV_281_0,1,1
1625,0,SOLAR_281,SOPV8h_281_1,1,1
1626,0,SOLAR_281,SOPV8h_281_0,1,1
1627,0,SOLAR_281,SOPV12h_281_1,1,1
1639,0,SOLAR_282,SOPV12h_282_0,1,1
1629,0,KEEL2_281,TRLV_281_1,1,1
1630,0,KEEL2_281,TRLV_281_0,1,1
1631,0,EL2_282,TRLV_282_1,1,1
1632,0,EL2_282,TRLV_282_0,1,1
1633,0,KEEL2,KEEL00d_282,1,1
1634,0,SOLAR_282,SOPV_282_1,1,1
1635,0,SOLAR_282,SOPV_282_0,1,1
1636,0,SOLAR_282,SOPV8h_282_1,1,1
1637,0,SOLAR_282,SOPV8h_282_0,1,1
1638,0,SOLAR_282,SOPV12h_282_1,1,1
1650,0,SOLAR_283,SOPV12h_283_0,1,1
1640,0,KEEL2_282,TRLV_282_1,1,1
1641,0,KEEL2_282,TRLV_282_0,1,1
1642,0,EL2_283,TRLV_283_1,1,1
1643,0,EL2_283,TRLV_283_0,1,1
1644,0,KEEL2,KEEL00d_283,1,1
1645,0,SOLAR_283,SOPV_283_1,1,1
1646,0,SOLAR_283,SOPV_283_0,1,1
1647,0,SOLAR_283,SOPV8h_283_1,1,1
1648,0,SOLAR_283,SOPV8h_283_0,1,1
1649,0,SOLAR_283,SOPV12h_283_1,1,1
1661,0,SOLAR_284,SOPV12h_284_0,1,1
1651,0,KEEL2_283,TRLV_283_1,1,1
1652,0,KEEL2_283,TRLV_283_0,1,1
1653,0,EL2_284,TRLV_284_1,1,1
1654,0,EL2_284,TRLV_284_0,1,1
1655,0,KEEL2,KEEL00d_284,1,1
1656,0,SOLAR_284,SOPV_284_1,1,1
1657,0,SOLAR_284,SOPV_284_0,1,1
1658,0,SOLAR_284,SOPV8h_284_1,1,1
1659,0,SOLAR_284,SOPV8h_284_0,1,1
1660,0,SOLAR_284,SOPV12h_284_1,1,1
1672,0,SOLAR_285,SOPV12h_285_0,1,1
1662,0,KEEL2_284,TRLV_284_1,1,1
1663,0,KEEL2_284,TRLV_284_0,1,1
1664,0,EL2_285,TRLV_285_1,1,1
1665,0,EL2_285,TRLV_285_0,1,1
1666,0,KEEL2,KEEL00d_285,1,1
1667,0,SOLAR_285,SOPV_285_1,1,1
1668,0,SOLAR_285,SOPV_285_0,1,1
1669,0,SOLAR_285,SOPV8h_285_1,1,1
1670,0,SOLAR_285,SOPV8h_285_0,1,1
1671,0,SOLAR_285,SOPV12h_285_1,1,1
1683,0,SOLAR_286,SOPV12h_286_0,1,1
1673,0,KEEL2_285,TRLV_285_1,1,1
1674,0,KEEL2_285,TRLV_285_0,1,1
1675,0,EL2_286,TRLV_286_1,1,1
1676,0,EL2_286,TRLV_286_0,1,1
1677,0,KEEL2,KEEL00d_286,1,1
1678,0,SOLAR_286,SOPV_286_1,1,1
1679,0,SOLAR_286,SOPV_286_0,1,1
1680,0,SOLAR_286,SOPV8h_286_1,1,1
1681,0,SOLAR_286,SOPV8h_286_0,1,1
1682,0,SOLAR_286,SOPV12h_286_1,1,1
1694,0,SOLAR_287,SOPV12h_287_0,1,1
1684,0,KEEL2_286,TRLV_286_1,1,1
1685,0,KEEL2_286,TRLV_286_0,1,1
1686,0,EL2_287,TRLV_287_1,1,1
1687,0,EL2_287,TRLV_287_0,1,1
1688,0,KEEL2,KEEL00d_287,1,1
1689,0,SOLAR_287,SOPV_287_1,1,1
1690,0,SOLAR_287,SOPV_287_0,1,1
1691,0,SOLAR_287,SOPV8h_287_1,1,1
1692,0,SOLAR_287,SOPV8h_287_0,1,1
1693,0,SOLAR_287,SOPV12h_287_1,1,1
1705,0,SOLAR_288,SOPV12h_288_0,1,1
1695,0,KEEL2_287,TRLV_287_1,1,1
1696,0,KEEL2_287,TRLV_287_0,1,1
1697,0,EL2_288,TRLV_288_1,1,1
1698,0,EL2_288,TRLV_288_0,1,1
1699,0,KEEL2,KEEL00d_288,1,1
1700,0,SOLAR_288,SOPV_288_1,1,1
1701,0,SOLAR_288,SOPV_288_0,1,1
1702,0,SOLAR_288,SOPV8h_288_1,1,1
1703,0,SOLAR_288,SOPV8h_288_0,1,1
1704,0,SOLAR_288,SOPV12h_288_1,1,1
1716,0,SOLAR_291,SOPV12h_291_0,1,1
1706,0,KEEL2_288,TRLV_288_1,1,1
1707,0,KEEL2_288,TRLV_288_0,1,1
1708,0,EL2_291,TRLV_291_1,1,1
1709,0,EL2_291,TRLV_291_0,1,1
1710,0,KEEL2,KEEL00d_291,1,1
1711,0,SOLAR_291,SOPV_291_1,1,1
1712,0,SOLAR_291,SOPV_291_0,1,1
1713,0,SOLAR_291,SOPV8h_291_1,1,1
1714,0,SOLAR_291,SOPV8h_291_0,1,1
1715,0,SOLAR_291,SOPV12h_291_1,1,1
1727,0,SOLAR_292,SOPV12h_292_0,1,1
1717,0,KEEL2_291,TRLV_291_1,1,1
1718,0,KEEL2_291,TRLV_291_0,1,1
1719,0,EL2_292,TRLV_292_1,1,1
1720,0,EL2_292,TRLV_292_0,1,1
1721,0,KEEL2,KEEL00d_292,1,1
1722,0,SOLAR_292,SOPV_292_1,1,1
1723,0,SOLAR_292,SOPV_292_0,1,1
1724,0,SOLAR_292,SOPV8h_292_1,1,1
1725,0,SOLAR_292,SOPV8h_292_0,1,1
1726,0,SOLAR_292,SOPV12h_292_1,1,1
1738,0,SOLAR_297,SOPV12h_297_0,1,1
1728,0,KEEL2_292,TRLV_292_1,1,1
1729,0,KEEL2_292,TRLV_292_0,1,1
1730,0,EL2_297,TRLV_297_1,1,1
1731,0,EL2_297,TRLV_297_0,1,1
1732,0,KEEL2,KEEL00d_297,1,1
1733,0,SOLAR_297,SOPV_297_1,1,1
1734,0,SOLAR_297,SOPV_297_0,1,1
1735,0,SOLAR_297,SOPV8h_297_1,1,1
1736,0,SOLAR_297,SOPV8h_297_0,1,1
1737,0,SOLAR_297,SOPV12h_297_1,1,1
1749,0,SOLAR_298,SOPV12h_298_0,1,1
1739,0,KEEL2_297,TRLV_297_1,1,1
1740,0,KEEL2_297,TRLV_297_0,1,1
1741,0,EL2_298,TRLV_298_1,1,1
1742,0,EL2_298,TRLV_298_0,1,1
1743,0,KEEL2,KEEL00d_298,1,1
1744,0,SOLAR_298,SOPV_298_1,1,1
1745,0,SOLAR_298,SOPV_298_0,1,1
1746,0,SOLAR_298,SOPV8h_298_1,1,1
1747,0,SOLAR_298,SOPV8h_298_0,1,1
1748,0,SOLAR_298,SOPV12h_298_1,1,1
1760,0,SOLAR_299,SOPV12h_299_0,1,1
1750,0,KEEL2_298,TRLV_298_1,1,1
1751,0,KEEL2_298,TRLV_298_0,1,1
1752,0,EL2_299,TRLV_299_1,1,1
1753,0,EL2_299,TRLV_299_0,1,1
1754,0,KEEL2,KEEL00d_299,1,1
1755,0,SOLAR_299,SOPV_299_1,1,1
1756,0,SOLAR_299,SOPV_299_0,1,1
1757,0,SOLAR_299,SOPV8h_299_1,1,1
1758,0,SOLAR_299,SOPV8h_299_0,1,1
1759,0,SOLAR_299,SOPV12h_299_1,1,1
1771,0,SOLAR_300,SOPV12h_300_0,1,1
1761,0,KEEL2_299,TRLV_299_1,1,1
1762,0,KEEL2_299,TRLV_299_0,1,1
1763,0,EL2_300,TRLV_300_1,1,1
1764,0,EL2_300,TRLV_300_0,1,1
1765,0,KEEL2,KEEL00d_300,1,1
1766,0,SOLAR_300,SOPV_300_1,1,1
1767,0,SOLAR_300,SOPV_300_0,1,1
1768,0,SOLAR_300,SOPV8h_300_1,1,1
1769,0,SOLAR_300,SOPV8h_300_0,1,1
1770,0,SOLAR_300,SOPV12h_300_1,1,1
1782,0,SOLAR_301,SOPV12h_301_0,1,1
1772,0,KEEL2_300,TRLV_300_1,1,1
1773,0,KEEL2_300,TRLV_300_0,1,1
1774,0,EL2_301,TRLV_301_1,1,1
1775,0,EL2_301,TRLV_301_0,1,1
1776,0,KEEL2,KEEL00d_301,1,1
1777,0,SOLAR_301,SOPV_301_1,1,1
1778,0,SOLAR_301,SOPV_301_0,1,1
1779,0,SOLAR_301,SOPV8h_301_1,1,1
1780,0,SOLAR_301,SOPV8h_301_0,1,1
1781,0,SOLAR_301,SOPV12h_301_1,1,1
1793,0,SOLAR_302,SOPV12h_302_0,1,1
1783,0,KEEL2_301,TRLV_301_1,1,1
1784,0,KEEL2_301,TRLV_301_0,1,1
1785,0,EL2_302,TRLV_302_1,1,1
1786,0,EL2_302,TRLV_302_0,1,1
1787,0,KEEL2,KEEL00d_302,1,1
1788,0,SOLAR_302,SOPV_302_1,1,1
1789,0,SOLAR_302,SOPV_302_0,1,1
1790,0,SOLAR_302,SOPV8h_302_1,1,1
1791,0,SOLAR_302,SOPV8h_302_0,1,1
1792,0,SOLAR_302,SOPV12h_302_1,1,1
1804,0,SOLAR_303,SOPV12h_303_0,1,1
1794,0,KEEL2_302,TRLV_302_1,1,1
1795,0,KEEL2_302,TRLV_302_0,1,1
1796,0,EL2_303,TRLV_303_1,1,1
1797,0,EL2_303,TRLV_303_0,1,1
1798,0,KEEL2,KEEL00d_303,1,1
1799,0,SOLAR_303,SOPV_303_1,1,1
1800,0,SOLAR_303,SOPV_303_0,1,1
1801,0,SOLAR_303,SOPV8h_303_1,1,1
1802,0,SOLAR_303,SOPV8h_303_0,1,1
1803,0,SOLAR_303,SOPV12h_303_1,1,1
1815,0,SOLAR_304,SOPV12h_304_0,1,1
1805,0,KEEL2_303,TRLV_303_1,1,1
1806,0,KEEL2_303,TRLV_303_0,1,1
1807,0,EL2_304,TRLV_304_1,1,1
1808,0,EL2_304,TRLV_304_0,1,1
1809,0,KEEL2,KEEL00d_304,1,1
