,Column,Fuel,Technology,Inputactivity,ModeofOperation
2354,0,SOLAR_373,SOPV12h_373_0,1,1
2344,0,KEEL2_371,TRLV_371_1,1,1
2345,0,KEEL2_371,TRLV_371_0,1,1
2346,0,EL2_373,TRLV_373_1,1,1
2347,0,EL2_373,TRLV_373_0,1,1
2348,0,KEEL2,KEEL00d_373,1,1
2349,0,SOLAR_373,SOPV_373_1,1,1
2350,0,SOLAR_373,SOPV_373_0,1,1
2351,0,SOLAR_373,SOPV8h_373_1,1,1
2352,0,SOLAR_373,SOPV8h_373_0,1,1
2353,0,SOLAR_373,SOPV12h_373_1,1,1
2365,0,SOLAR_374,SOPV12h_374_0,1,1
2355,0,KEEL2_373,TRLV_373_1,1,1
2356,0,KEEL2_373,TRLV_373_0,1,1
2357,0,EL2_374,TRLV_374_1,1,1
2358,0,EL2_374,TRLV_374_0,1,1
2359,0,KEEL2,KEEL00d_374,1,1
2360,0,SOLAR_374,SOPV_374_1,1,1
2361,0,SOLAR_374,SOPV_374_0,1,1
2362,0,SOLAR_374,SOPV8h_374_1,1,1
2363,0,SOLAR_374,SOPV8h_374_0,1,1
2364,0,SOLAR_374,SOPV12h_374_1,1,1
2376,0,SOLAR_375,SOPV12h_375_0,1,1
2366,0,KEEL2_374,TRLV_374_1,1,1
2367,0,KEEL2_374,TRLV_374_0,1,1
2368,0,EL2_375,TRLV_375_1,1,1
2369,0,EL2_375,TRLV_375_0,1,1
2370,0,KEEL2,KEEL00d_375,1,1
2371,0,SOLAR_375,SOPV_375_1,1,1
2372,0,SOLAR_375,SOPV_375_0,1,1
2373,0,SOLAR_375,SOPV8h_375_1,1,1
2374,0,SOLAR_375,SOPV8h_375_0,1,1
2375,0,SOLAR_375,SOPV12h_375_1,1,1
2387,0,SOLAR_376,SOPV12h_376_0,1,1
2377,0,KEEL2_375,TRLV_375_1,1,1
2378,0,KEEL2_375,TRLV_375_0,1,1
2379,0,EL2_376,TRLV_376_1,1,1
2380,0,EL2_376,TRLV_376_0,1,1
2381,0,KEEL2,KEEL00d_376,1,1
2382,0,SOLAR_376,SOPV_376_1,1,1
2383,0,SOLAR_376,SOPV_376_0,1,1
2384,0,SOLAR_376,SOPV8h_376_1,1,1
2385,0,SOLAR_376,SOPV8h_376_0,1,1
2386,0,SOLAR_376,SOPV12h_376_1,1,1
2398,0,KEEL2_3,TRHV_3,1,1
2388,0,KEEL2_376,TRLV_376_1,1,1
2389,0,KEEL2_376,TRLV_376_0,1,1
2390,0,EL2_2,TRLV_2_0,1,1
2391,0,SOLAR_2,SOPV_2_0,1,1
2392,0,SOLAR_2,SOPV8h_2_0,1,1
2393,0,SOLAR_2,SOPV12h_2_0,1,1
2394,0,KEEL2_2,TRHV_2,1,1
2395,0,EL2_3,TRLV_3_0,1,1
2396,0,SOLAR_3,SOPV_3_0,1,1
2397,0,SOLAR_3,SOPV8h_3_0,1,1
2405,0,KEEL2_7,TRHV_7,1,1
2399,0,EL2_4,TRLV_4_0,1,1
2400,0,SOLAR_4,SOPV_4_0,1,1
2401,0,SOLAR_4,SOPV8h_4_0,1,1
2402,0,SOLAR_4,SOPV12h_4_0,1,1
2403,0,KEEL2_4,TRHV_4,1,1
2412,0,KEEL2_10,TRHV_10,1,1
2419,0,KEEL2_12,TRHV_12,1,1
2406,0,EL2_9,TRLV_9_0,1,1
2407,0,SOLAR_9,SOPV_9_0,1,1
2408,0,SOLAR_9,SOPV8h_9_0,1,1
2409,0,SOLAR_9,SOPV12h_9_0,1,1
2410,0,KEEL2_9,TRHV_9,1,1
2426,0,KEEL2_14,TRHV_14,1,1
2433,0,KEEL2_16,TRHV_16,1,1
2413,0,EL2_11,TRLV_11_0,1,1
2414,0,SOLAR_11,SOPV_11_0,1,1
2415,0,SOLAR_11,SOPV8h_11_0,1,1
2416,0,SOLAR_11,SOPV12h_11_0,1,1
2417,0,KEEL2_11,TRHV_11,1,1
2440,0,KEEL2_19,TRHV_19,1,1
2447,0,KEEL2_21,TRHV_21,1,1
2420,0,EL2_13,TRLV_13_0,1,1
2421,0,SOLAR_13,SOPV_13_0,1,1
2422,0,SOLAR_13,SOPV8h_13_0,1,1
2423,0,SOLAR_13,SOPV12h_13_0,1,1
2424,0,KEEL2_13,TRHV_13,1,1
2454,0,KEEL2_23,TRHV_23,1,1
2461,0,KEEL2_25,TRHV_25,1,1
2427,0,EL2_15,TRLV_15_0,1,1
2428,0,SOLAR_15,SOPV_15_0,1,1
2429,0,SOLAR_15,SOPV8h_15_0,1,1
2430,0,SOLAR_15,SOPV12h_15_0,1,1
2431,0,KEEL2_15,TRHV_15,1,1
2468,0,KEEL2_27,TRHV_27,1,1
2475,0,KEEL2_29,TRHV_29,1,1
2434,0,EL2_18,TRLV_18_0,1,1
2435,0,SOLAR_18,SOPV_18_0,1,1
2436,0,SOLAR_18,SOPV8h_18_0,1,1
2437,0,SOLAR_18,SOPV12h_18_0,1,1
2438,0,KEEL2_18,TRHV_18,1,1
2482,0,KEEL2_32,TRHV_32,1,1
2489,0,KEEL2_36,TRHV_36,1,1
2441,0,EL2_20,TRLV_20_0,1,1
2442,0,SOLAR_20,SOPV_20_0,1,1
2443,0,SOLAR_20,SOPV8h_20_0,1,1
2444,0,SOLAR_20,SOPV12h_20_0,1,1
2445,0,KEEL2_20,TRHV_20,1,1
2496,0,KEEL2_40,TRHV_40,1,1
2503,0,KEEL2_44,TRHV_44,1,1
2448,0,EL2_22,TRLV_22_0,1,1
2449,0,SOLAR_22,SOPV_22_0,1,1
2450,0,SOLAR_22,SOPV8h_22_0,1,1
2451,0,SOLAR_22,SOPV12h_22_0,1,1
2452,0,KEEL2_22,TRHV_22,1,1
2510,0,KEEL2_46,TRHV_46,1,1
2517,0,KEEL2_54,TRHV_54,1,1
2455,0,EL2_24,TRLV_24_0,1,1
2456,0,SOLAR_24,SOPV_24_0,1,1
2457,0,SOLAR_24,SOPV8h_24_0,1,1
2458,0,SOLAR_24,SOPV12h_24_0,1,1
2459,0,KEEL2_24,TRHV_24,1,1
2524,0,KEEL2_56,TRHV_56,1,1
2531,0,KEEL2_60,TRHV_60,1,1
2462,0,EL2_26,TRLV_26_0,1,1
2463,0,SOLAR_26,SOPV_26_0,1,1
2464,0,SOLAR_26,SOPV8h_26_0,1,1
2465,0,SOLAR_26,SOPV12h_26_0,1,1
2466,0,KEEL2_26,TRHV_26,1,1
2538,0,KEEL2_62,TRHV_62,1,1
2545,0,KEEL2_64,TRHV_64,1,1
2469,0,EL2_28,TRLV_28_0,1,1
2470,0,SOLAR_28,SOPV_28_0,1,1
2471,0,SOLAR_28,SOPV8h_28_0,1,1
2472,0,SOLAR_28,SOPV12h_28_0,1,1
2473,0,KEEL2_28,TRHV_28,1,1
2552,0,KEEL2_66,TRHV_66,1,1
2559,0,KEEL2_68,TRHV_68,1,1
2476,0,EL2_31,TRLV_31_0,1,1
2477,0,SOLAR_31,SOPV_31_0,1,1
2478,0,SOLAR_31,SOPV8h_31_0,1,1
2479,0,SOLAR_31,SOPV12h_31_0,1,1
2480,0,KEEL2_31,TRHV_31,1,1
2566,0,KEEL2_70,TRHV_70,1,1
2573,0,KEEL2_75,TRHV_75,1,1
2483,0,EL2_35,TRLV_35_0,1,1
2484,0,SOLAR_35,SOPV_35_0,1,1
2485,0,SOLAR_35,SOPV8h_35_0,1,1
2486,0,SOLAR_35,SOPV12h_35_0,1,1
2487,0,KEEL2_35,TRHV_35,1,1
2580,0,KEEL2_77,TRHV_77,1,1
2587,0,KEEL2_79,TRHV_79,1,1
2490,0,EL2_38,TRLV_38_0,1,1
2491,0,SOLAR_38,SOPV_38_0,1,1
2492,0,SOLAR_38,SOPV8h_38_0,1,1
2493,0,SOLAR_38,SOPV12h_38_0,1,1
2494,0,KEEL2_38,TRHV_38,1,1
2594,0,KEEL2_81,TRHV_81,1,1
2601,0,KEEL2_83,TRHV_83,1,1
2497,0,EL2_41,TRLV_41_0,1,1
2498,0,SOLAR_41,SOPV_41_0,1,1
2499,0,SOLAR_41,SOPV8h_41_0,1,1
2500,0,SOLAR_41,SOPV12h_41_0,1,1
2501,0,KEEL2_41,TRHV_41,1,1
2608,0,KEEL2_85,TRHV_85,1,1
2615,0,KEEL2_89,TRHV_89,1,1
2504,0,EL2_45,TRLV_45_0,1,1
2505,0,SOLAR_45,SOPV_45_0,1,1
2506,0,SOLAR_45,SOPV8h_45_0,1,1
2507,0,SOLAR_45,SOPV12h_45_0,1,1
2508,0,KEEL2_45,TRHV_45,1,1
2622,0,KEEL2_93,TRHV_93,1,1
2629,0,KEEL2_95,TRHV_95,1,1
2511,0,EL2_47,TRLV_47_0,1,1
2512,0,SOLAR_47,SOPV_47_0,1,1
2513,0,SOLAR_47,SOPV8h_47_0,1,1
2514,0,SOLAR_47,SOPV12h_47_0,1,1
2515,0,KEEL2_47,TRHV_47,1,1
2636,0,KEEL2_97,TRHV_97,1,1
2643,0,KEEL2_99,TRHV_99,1,1
2518,0,EL2_55,TRLV_55_0,1,1
2519,0,SOLAR_55,SOPV_55_0,1,1
2520,0,SOLAR_55,SOPV8h_55_0,1,1
2521,0,SOLAR_55,SOPV12h_55_0,1,1
2522,0,KEEL2_55,TRHV_55,1,1
2650,0,KEEL2_102,TRHV_102,1,1
2657,0,KEEL2_107,TRHV_107,1,1
2525,0,EL2_57,TRLV_57_0,1,1
2526,0,SOLAR_57,SOPV_57_0,1,1
2527,0,SOLAR_57,SOPV8h_57_0,1,1
2528,0,SOLAR_57,SOPV12h_57_0,1,1
2529,0,KEEL2_57,TRHV_57,1,1
2664,0,KEEL2_111,TRHV_111,1,1
2671,0,KEEL2_115,TRHV_115,1,1
2532,0,EL2_61,TRLV_61_0,1,1
2533,0,SOLAR_61,SOPV_61_0,1,1
2534,0,SOLAR_61,SOPV8h_61_0,1,1
2535,0,SOLAR_61,SOPV12h_61_0,1,1
2536,0,KEEL2_61,TRHV_61,1,1
2678,0,KEEL2_118,TRHV_118,1,1
2685,0,KEEL2_121,TRHV_121,1,1
2539,0,EL2_63,TRLV_63_0,1,1
2540,0,SOLAR_63,SOPV_63_0,1,1
2541,0,SOLAR_63,SOPV8h_63_0,1,1
2542,0,SOLAR_63,SOPV12h_63_0,1,1
2543,0,KEEL2_63,TRHV_63,1,1
2692,0,KEEL2_125,TRHV_125,1,1
2699,0,KEEL2_130,TRHV_130,1,1
2546,0,EL2_65,TRLV_65_0,1,1
2547,0,SOLAR_65,SOPV_65_0,1,1
2548,0,SOLAR_65,SOPV8h_65_0,1,1
2549,0,SOLAR_65,SOPV12h_65_0,1,1
2550,0,KEEL2_65,TRHV_65,1,1
2706,0,KEEL2_133,TRHV_133,1,1
2713,0,KEEL2_136,TRHV_136,1,1
2553,0,EL2_67,TRLV_67_0,1,1
2554,0,SOLAR_67,SOPV_67_0,1,1
2555,0,SOLAR_67,SOPV8h_67_0,1,1
2556,0,SOLAR_67,SOPV12h_67_0,1,1
2557,0,KEEL2_67,TRHV_67,1,1
2720,0,KEEL2_138,TRHV_138,1,1
2727,0,KEEL2_142,TRHV_142,1,1
2560,0,EL2_69,TRLV_69_0,1,1
2561,0,SOLAR_69,SOPV_69_0,1,1
2562,0,SOLAR_69,SOPV8h_69_0,1,1
2563,0,SOLAR_69,SOPV12h_69_0,1,1
2564,0,KEEL2_69,TRHV_69,1,1
2734,0,KEEL2_150,TRHV_150,1,1
2741,0,KEEL2_152,TRHV_152,1,1
2567,0,EL2_71,TRLV_71_0,1,1
2568,0,SOLAR_71,SOPV_71_0,1,1
2569,0,SOLAR_71,SOPV8h_71_0,1,1
2570,0,SOLAR_71,SOPV12h_71_0,1,1
2571,0,KEEL2_71,TRHV_71,1,1
2748,0,KEEL2_155,TRHV_155,1,1
2755,0,KEEL2_157,TRHV_157,1,1
2574,0,EL2_76,TRLV_76_0,1,1
2575,0,SOLAR_76,SOPV_76_0,1,1
2576,0,SOLAR_76,SOPV8h_76_0,1,1
2577,0,SOLAR_76,SOPV12h_76_0,1,1
2578,0,KEEL2_76,TRHV_76,1,1
2762,0,KEEL2_159,TRHV_159,1,1
2769,0,KEEL2_175,TRHV_175,1,1
2581,0,EL2_78,TRLV_78_0,1,1
2582,0,SOLAR_78,SOPV_78_0,1,1
2583,0,SOLAR_78,SOPV8h_78_0,1,1
2584,0,SOLAR_78,SOPV12h_78_0,1,1
2585,0,KEEL2_78,TRHV_78,1,1
2776,0,KEEL2_177,TRHV_177,1,1
2783,0,KEEL2_195,TRHV_195,1,1
2588,0,EL2_80,TRLV_80_0,1,1
2589,0,SOLAR_80,SOPV_80_0,1,1
2590,0,SOLAR_80,SOPV8h_80_0,1,1
2591,0,SOLAR_80,SOPV12h_80_0,1,1
2592,0,KEEL2_80,TRHV_80,1,1
2790,0,KEEL2_210,TRHV_210,1,1
2797,0,KEEL2_212,TRHV_212,1,1
2595,0,EL2_82,TRLV_82_0,1,1
2596,0,SOLAR_82,SOPV_82_0,1,1
2597,0,SOLAR_82,SOPV8h_82_0,1,1
2598,0,SOLAR_82,SOPV12h_82_0,1,1
2599,0,KEEL2_82,TRHV_82,1,1
2804,0,KEEL2_214,TRHV_214,1,1
2811,0,KEEL2_216,TRHV_216,1,1
2602,0,EL2_84,TRLV_84_0,1,1
2603,0,SOLAR_84,SOPV_84_0,1,1
2604,0,SOLAR_84,SOPV8h_84_0,1,1
2605,0,SOLAR_84,SOPV12h_84_0,1,1
2606,0,KEEL2_84,TRHV_84,1,1
2818,0,KEEL2_231,TRHV_231,1,1
2825,0,KEEL2_235,TRHV_235,1,1
2609,0,EL2_86,TRLV_86_0,1,1
2610,0,SOLAR_86,SOPV_86_0,1,1
2611,0,SOLAR_86,SOPV8h_86_0,1,1
2612,0,SOLAR_86,SOPV12h_86_0,1,1
2613,0,KEEL2_86,TRHV_86,1,1
2832,0,KEEL2_254,TRHV_254,1,1
2839,0,KEEL2_256,TRHV_256,1,1
2616,0,EL2_90,TRLV_90_0,1,1
2617,0,SOLAR_90,SOPV_90_0,1,1
2618,0,SOLAR_90,SOPV8h_90_0,1,1
2619,0,SOLAR_90,SOPV12h_90_0,1,1
2620,0,KEEL2_90,TRHV_90,1,1
2846,0,KEEL2_274,TRHV_274,1,1
2853,0,KEEL2_276,TRHV_276,1,1
2623,0,EL2_94,TRLV_94_0,1,1
2624,0,SOLAR_94,SOPV_94_0,1,1
2625,0,SOLAR_94,SOPV8h_94_0,1,1
2626,0,SOLAR_94,SOPV12h_94_0,1,1
2627,0,KEEL2_94,TRHV_94,1,1
2860,0,KEEL2_290,TRHV_290,1,1
2867,0,KEEL2_294,TRHV_294,1,1
2630,0,EL2_96,TRLV_96_0,1,1
2631,0,SOLAR_96,SOPV_96_0,1,1
2632,0,SOLAR_96,SOPV8h_96_0,1,1
2633,0,SOLAR_96,SOPV12h_96_0,1,1
2634,0,KEEL2_96,TRHV_96,1,1
2874,0,KEEL2_296,TRHV_296,1,1
2881,0,KEEL2_307,TRHV_307,1,1
2637,0,EL2_98,TRLV_98_0,1,1
2638,0,SOLAR_98,SOPV_98_0,1,1
2639,0,SOLAR_98,SOPV8h_98_0,1,1
2640,0,SOLAR_98,SOPV12h_98_0,1,1
2641,0,KEEL2_98,TRHV_98,1,1
2888,0,KEEL2_309,TRHV_309,1,1
2895,0,KEEL2_312,TRHV_312,1,1
2644,0,EL2_101,TRLV_101_0,1,1
2645,0,SOLAR_101,SOPV_101_0,1,1
2646,0,SOLAR_101,SOPV8h_101_0,1,1
2647,0,SOLAR_101,SOPV12h_101_0,1,1
2648,0,KEEL2_101,TRHV_101,1,1
2902,0,KEEL2_323,TRHV_323,1,1
2909,0,KEEL2_325,TRHV_325,1,1
2651,0,EL2_103,TRLV_103_0,1,1
2652,0,SOLAR_103,SOPV_103_0,1,1
2653,0,SOLAR_103,SOPV8h_103_0,1,1
2654,0,SOLAR_103,SOPV12h_103_0,1,1
2655,0,KEEL2_103,TRHV_103,1,1
2916,0,KEEL2_328,TRHV_328,1,1
2923,0,KEEL2_339,TRHV_339,1,1
2658,0,EL2_108,TRLV_108_0,1,1
2659,0,SOLAR_108,SOPV_108_0,1,1
2660,0,SOLAR_108,SOPV8h_108_0,1,1
2661,0,SOLAR_108,SOPV12h_108_0,1,1
2662,0,KEEL2_108,TRHV_108,1,1
2930,0,KEEL2_349,TRHV_349,1,1
2937,0,KEEL2_351,TRHV_351,1,1
2665,0,EL2_113,TRLV_113_0,1,1
2666,0,SOLAR_113,SOPV_113_0,1,1
2667,0,SOLAR_113,SOPV8h_113_0,1,1
2668,0,SOLAR_113,SOPV12h_113_0,1,1
2669,0,KEEL2_113,TRHV_113,1,1
2944,0,KEEL2_372,TRHV_372,1,1
2951,0,KEEL2_378,TRHV_378,1,1
2672,0,EL2_116,TRLV_116_0,1,1
2673,0,SOLAR_116,SOPV_116_0,1,1
2674,0,SOLAR_116,SOPV8h_116_0,1,1
2675,0,SOLAR_116,SOPV12h_116_0,1,1
2676,0,KEEL2_116,TRHV_116,1,1
2958,0,KEDS,KEDSGEN_378,4,1
2965,0,KEEL2_118,KEEL00t00,0.95,1
2679,0,EL2_119,TRLV_119_0,1,1
2680,0,SOLAR_119,SOPV_119_0,1,1
2681,0,SOLAR_119,SOPV8h_119_0,1,1
2682,0,SOLAR_119,SOPV12h_119_0,1,1
2683,0,KEEL2_119,TRHV_119,1,1
2972,0,KEEL2_119,KEEL00t00,0.95,1
2979,0,KEEL2_121,KEEL00t00,0.95,1
2686,0,EL2_124,TRLV_124_0,1,1
2687,0,SOLAR_124,SOPV_124_0,1,1
2688,0,SOLAR_124,SOPV8h_124_0,1,1
2689,0,SOLAR_124,SOPV12h_124_0,1,1
2690,0,KEEL2_124,TRHV_124,1,1
2986,0,KEEL2_124,KEEL00t00,0.95,1
2993,0,KEEL2_125,KEEL00t00,0.95,1
2693,0,EL2_129,TRLV_129_0,1,1
2694,0,SOLAR_129,SOPV_129_0,1,1
2695,0,SOLAR_129,SOPV8h_129_0,1,1
2696,0,SOLAR_129,SOPV12h_129_0,1,1
2697,0,KEEL2_129,TRHV_129,1,1
3000,0,KEEL2_129,KEEL00t00,0.95,1
3007,0,KEEL2_130,KEEL00t00,0.95,1
2700,0,EL2_132,TRLV_132_0,1,1
2701,0,SOLAR_132,SOPV_132_0,1,1
2702,0,SOLAR_132,SOPV8h_132_0,1,1
2703,0,SOLAR_132,SOPV12h_132_0,1,1
2704,0,KEEL2_132,TRHV_132,1,1
3014,0,KEEL2_132,KEEL00t00,0.95,1
3021,0,KEEL2_133,KEEL00t00,0.95,1
2707,0,EL2_135,TRLV_135_0,1,1
2708,0,SOLAR_135,SOPV_135_0,1,1
2709,0,SOLAR_135,SOPV8h_135_0,1,1
2710,0,SOLAR_135,SOPV12h_135_0,1,1
2711,0,KEEL2_135,TRHV_135,1,1
3028,0,KEEL2_135,KEEL00t00,0.95,1
3035,0,KEEL2_136,KEEL00t00,0.95,1
2714,0,EL2_137,TRLV_137_0,1,1
2715,0,SOLAR_137,SOPV_137_0,1,1
2716,0,SOLAR_137,SOPV8h_137_0,1,1
2717,0,SOLAR_137,SOPV12h_137_0,1,1
2718,0,KEEL2_137,TRHV_137,1,1
3042,0,KEEL2_137,KEEL00t00,0.95,1
3049,0,KEEL2_138,KEEL00t00,0.95,1
2721,0,EL2_141,TRLV_141_0,1,1
2722,0,SOLAR_141,SOPV_141_0,1,1
2723,0,SOLAR_141,SOPV8h_141_0,1,1
2724,0,SOLAR_141,SOPV12h_141_0,1,1
2725,0,KEEL2_141,TRHV_141,1,1
3056,0,KEEL2_141,KEEL00t00,0.95,1
3063,0,KEEL2_142,KEEL00t00,0.95,1
2728,0,EL2_146,TRLV_146_0,1,1
2729,0,SOLAR_146,SOPV_146_0,1,1
2730,0,SOLAR_146,SOPV8h_146_0,1,1
2731,0,SOLAR_146,SOPV12h_146_0,1,1
2732,0,KEEL2_146,TRHV_146,1,1
3070,0,KEEL2_146,KEEL00t00,0.95,1
3077,0,KEEL2_150,KEEL00t00,0.95,1
2735,0,EL2_151,TRLV_151_0,1,1
2736,0,SOLAR_151,SOPV_151_0,1,1
2737,0,SOLAR_151,SOPV8h_151_0,1,1
2738,0,SOLAR_151,SOPV12h_151_0,1,1
2739,0,KEEL2_151,TRHV_151,1,1
3084,0,KEEL2_151,KEEL00t00,0.95,1
3091,0,KEEL2_152,KEEL00t00,0.95,1
2742,0,EL2_154,TRLV_154_0,1,1
2743,0,SOLAR_154,SOPV_154_0,1,1
2744,0,SOLAR_154,SOPV8h_154_0,1,1
2745,0,SOLAR_154,SOPV12h_154_0,1,1
2746,0,KEEL2_154,TRHV_154,1,1
3098,0,KEEL2_154,KEEL00t00,0.95,1
3105,0,KEEL2_155,KEEL00t00,0.95,1
2749,0,EL2_156,TRLV_156_0,1,1
2750,0,SOLAR_156,SOPV_156_0,1,1
2751,0,SOLAR_156,SOPV8h_156_0,1,1
2752,0,SOLAR_156,SOPV12h_156_0,1,1
2753,0,KEEL2_156,TRHV_156,1,1
3112,0,KEEL2_156,KEEL00t00,0.95,1
3119,0,KEEL2_157,KEEL00t00,0.95,1
2756,0,EL2_158,TRLV_158_0,1,1
2757,0,SOLAR_158,SOPV_158_0,1,1
2758,0,SOLAR_158,SOPV8h_158_0,1,1
2759,0,SOLAR_158,SOPV12h_158_0,1,1
2760,0,KEEL2_158,TRHV_158,1,1
3126,0,KEEL2_158,KEEL00t00,0.95,1
3133,0,KEEL2_159,KEEL00t00,0.95,1
2763,0,EL2_169,TRLV_169_0,1,1
2764,0,SOLAR_169,SOPV_169_0,1,1
2765,0,SOLAR_169,SOPV8h_169_0,1,1
2766,0,SOLAR_169,SOPV12h_169_0,1,1
2767,0,KEEL2_169,TRHV_169,1,1
3140,0,KEEL2_169,KEEL00t00,0.95,1
3147,0,KEEL2_175,KEEL00t00,0.95,1
2770,0,EL2_176,TRLV_176_0,1,1
2771,0,SOLAR_176,SOPV_176_0,1,1
2772,0,SOLAR_176,SOPV8h_176_0,1,1
2773,0,SOLAR_176,SOPV12h_176_0,1,1
2774,0,KEEL2_176,TRHV_176,1,1
3154,0,KEEL2_176,KEEL00t00,0.95,1
3161,0,KEEL2_177,KEEL00t00,0.95,1
2777,0,EL2_194,TRLV_194_0,1,1
2778,0,SOLAR_194,SOPV_194_0,1,1
2779,0,SOLAR_194,SOPV8h_194_0,1,1
2780,0,SOLAR_194,SOPV12h_194_0,1,1
2781,0,KEEL2_194,TRHV_194,1,1
3168,0,KEEL2_194,KEEL00t00,0.95,1
3175,0,KEEL2_195,KEEL00t00,0.95,1
2784,0,EL2_196,TRLV_196_0,1,1
2785,0,SOLAR_196,SOPV_196_0,1,1
2786,0,SOLAR_196,SOPV8h_196_0,1,1
2787,0,SOLAR_196,SOPV12h_196_0,1,1
2788,0,KEEL2_196,TRHV_196,1,1
3182,0,KEEL2_196,KEEL00t00,0.95,1
3189,0,KEEL2_210,KEEL00t00,0.95,1
2791,0,EL2_211,TRLV_211_0,1,1
2792,0,SOLAR_211,SOPV_211_0,1,1
2793,0,SOLAR_211,SOPV8h_211_0,1,1
2794,0,SOLAR_211,SOPV12h_211_0,1,1
2795,0,KEEL2_211,TRHV_211,1,1
3196,0,KEEL2_211,KEEL00t00,0.95,1
3203,0,KEEL2_212,KEEL00t00,0.95,1
2798,0,EL2_213,TRLV_213_0,1,1
2799,0,SOLAR_213,SOPV_213_0,1,1
2800,0,SOLAR_213,SOPV8h_213_0,1,1
2801,0,SOLAR_213,SOPV12h_213_0,1,1
2802,0,KEEL2_213,TRHV_213,1,1
3210,0,KEEL2_213,KEEL00t00,0.95,1
3217,0,KEEL2_214,KEEL00t00,0.95,1
2805,0,EL2_215,TRLV_215_0,1,1
2806,0,SOLAR_215,SOPV_215_0,1,1
2807,0,SOLAR_215,SOPV8h_215_0,1,1
2808,0,SOLAR_215,SOPV12h_215_0,1,1
2809,0,KEEL2_215,TRHV_215,1,1
3224,0,KEEL2_215,KEEL00t00,0.95,1
3231,0,KEEL2_216,KEEL00t00,0.95,1
2812,0,EL2_230,TRLV_230_0,1,1
2813,0,SOLAR_230,SOPV_230_0,1,1
2814,0,SOLAR_230,SOPV8h_230_0,1,1
2815,0,SOLAR_230,SOPV12h_230_0,1,1
2816,0,KEEL2_230,TRHV_230,1,1
3238,0,KEEL2_230,KEEL00t00,0.95,1
3245,0,KEEL2_231,KEEL00t00,0.95,1
2819,0,EL2_234,TRLV_234_0,1,1
2820,0,SOLAR_234,SOPV_234_0,1,1
2821,0,SOLAR_234,SOPV8h_234_0,1,1
2822,0,SOLAR_234,SOPV12h_234_0,1,1
2823,0,KEEL2_234,TRHV_234,1,1
3252,0,KEEL2_234,KEEL00t00,0.95,1
3259,0,KEEL2_235,KEEL00t00,0.95,1
2826,0,EL2_236,TRLV_236_0,1,1
2827,0,SOLAR_236,SOPV_236_0,1,1
2828,0,SOLAR_236,SOPV8h_236_0,1,1
2829,0,SOLAR_236,SOPV12h_236_0,1,1
2830,0,KEEL2_236,TRHV_236,1,1
3266,0,KEEL2_236,KEEL00t00,0.95,1
3273,0,KEEL2_254,KEEL00t00,0.95,1
2833,0,EL2_255,TRLV_255_0,1,1
2834,0,SOLAR_255,SOPV_255_0,1,1
2835,0,SOLAR_255,SOPV8h_255_0,1,1
2836,0,SOLAR_255,SOPV12h_255_0,1,1
2837,0,KEEL2_255,TRHV_255,1,1
3280,0,KEEL2_255,KEEL00t00,0.95,1
3287,0,KEEL2_256,KEEL00t00,0.95,1
2840,0,EL2_273,TRLV_273_0,1,1
2841,0,SOLAR_273,SOPV_273_0,1,1
2842,0,SOLAR_273,SOPV8h_273_0,1,1
2843,0,SOLAR_273,SOPV12h_273_0,1,1
2844,0,KEEL2_273,TRHV_273,1,1
3294,0,KEEL2_273,KEEL00t00,0.95,1
3301,0,KEEL2_274,KEEL00t00,0.95,1
2847,0,EL2_275,TRLV_275_0,1,1
2848,0,SOLAR_275,SOPV_275_0,1,1
2849,0,SOLAR_275,SOPV8h_275_0,1,1
2850,0,SOLAR_275,SOPV12h_275_0,1,1
2851,0,KEEL2_275,TRHV_275,1,1
3308,0,KEEL2_275,KEEL00t00,0.95,1
3315,0,KEEL2_276,KEEL00t00,0.95,1
2854,0,EL2_289,TRLV_289_0,1,1
2855,0,SOLAR_289,SOPV_289_0,1,1
2856,0,SOLAR_289,SOPV8h_289_0,1,1
2857,0,SOLAR_289,SOPV12h_289_0,1,1
2858,0,KEEL2_289,TRHV_289,1,1
3322,0,KEEL2_289,KEEL00t00,0.95,1
3329,0,KEEL2_290,KEEL00t00,0.95,1
2861,0,EL2_293,TRLV_293_0,1,1
2862,0,SOLAR_293,SOPV_293_0,1,1
2863,0,SOLAR_293,SOPV8h_293_0,1,1
2864,0,SOLAR_293,SOPV12h_293_0,1,1
2865,0,KEEL2_293,TRHV_293,1,1
3336,0,KEEL2_293,KEEL00t00,0.95,1
3343,0,KEEL2_294,KEEL00t00,0.95,1
2868,0,EL2_295,TRLV_295_0,1,1
2869,0,SOLAR_295,SOPV_295_0,1,1
2870,0,SOLAR_295,SOPV8h_295_0,1,1
2871,0,SOLAR_295,SOPV12h_295_0,1,1
2872,0,KEEL2_295,TRHV_295,1,1
3350,0,KEEL2_295,KEEL00t00,0.95,1
3357,0,KEEL2_296,KEEL00t00,0.95,1
2875,0,EL2_306,TRLV_306_0,1,1
2876,0,SOLAR_306,SOPV_306_0,1,1
2877,0,SOLAR_306,SOPV8h_306_0,1,1
2878,0,SOLAR_306,SOPV12h_306_0,1,1
2879,0,KEEL2_306,TRHV_306,1,1
3364,0,KEEL2_306,KEEL00t00,0.95,1
3371,0,KEEL2_307,KEEL00t00,0.95,1
2882,0,EL2_308,TRLV_308_0,1,1
2883,0,SOLAR_308,SOPV_308_0,1,1
