,DISTANCE,SendTech,INFUEL,INTECH,OUTFUEL
968,,,EL2_133,TRHV_133_150,EL2_150
969,,,EL2_169,TRHV_169_151,EL2_151
970,,,EL2_150,TRHV_150_151,EL2_151
971,,,EL2_152,TRHV_152_151,EL2_151
972,,,EL2_170,TRHV_170_152,EL2_152
973,,,EL2_151,TRHV_151_152,EL2_152
974,,,EL2_135,TRHV_135_152,EL2_152
975,,,EL2_155,TRHV_155_154,EL2_154
976,,,EL2_137,TRHV_137_154,EL2_154
977,,,EL2_154,TRHV_154_155,EL2_155
978,,,EL2_156,TRHV_156_155,EL2_155
979,,,EL2_138,TRHV_138_155,EL2_155
980,,,EL2_155,TRHV_155_156,EL2_156
981,,,EL2_157,TRHV_157_156,EL2_156
982,,,EL2_139,TRHV_139_156,EL2_156
983,,,EL2_175,TRHV_175_157,EL2_157
984,,,EL2_156,TRHV_156_157,EL2_157
985,,,EL2_158,TRHV_158_157,EL2_157
986,,,EL2_176,TRHV_176_158,EL2_158
987,,,EL2_157,TRHV_157_158,EL2_158
988,,,EL2_159,TRHV_159_158,EL2_158
989,,,EL2_141,TRHV_141_158,EL2_158
990,,,EL2_177,TRHV_177_159,EL2_159
991,,,EL2_158,TRHV_158_159,EL2_159
992,,,EL2_142,TRHV_142_159,EL2_159
993,,,EL2_170,TRHV_170_169,EL2_169
994,,,EL2_151,TRHV_151_169,EL2_169
995,,,EL2_169,TRHV_169_170,EL2_170
996,,,EL2_152,TRHV_152_170,EL2_170
997,,,EL2_194,TRHV_194_175,EL2_175
998,,,EL2_176,TRHV_176_175,EL2_175
999,,,EL2_157,TRHV_157_175,EL2_175
1000,,,EL2_195,TRHV_195_176,EL2_176
1001,,,EL2_175,TRHV_175_176,EL2_176
1002,,,EL2_177,TRHV_177_176,EL2_176
1003,,,EL2_158,TRHV_158_176,EL2_176
1004,,,EL2_196,TRHV_196_177,EL2_177
1005,,,EL2_176,TRHV_176_177,EL2_177
1006,,,EL2_159,TRHV_159_177,EL2_177
1007,,,EL2_211,TRHV_211_191,EL2_191
1008,,,EL2_214,TRHV_214_194,EL2_194
1009,,,EL2_195,TRHV_195_194,EL2_194
1010,,,EL2_175,TRHV_175_194,EL2_194
1011,,,EL2_194,TRHV_194_195,EL2_195
1012,,,EL2_196,TRHV_196_195,EL2_195
1013,,,EL2_176,TRHV_176_195,EL2_195
1014,,,EL2_216,TRHV_216_196,EL2_196
1015,,,EL2_195,TRHV_195_196,EL2_196
1016,,,EL2_177,TRHV_177_196,EL2_196
1017,,,EL2_230,TRHV_230_210,EL2_210
1018,,,EL2_211,TRHV_211_210,EL2_210
1019,,,EL2_231,TRHV_231_211,EL2_211
1020,,,EL2_210,TRHV_210_211,EL2_211
1021,,,EL2_212,TRHV_212_211,EL2_211
1022,,,EL2_191,TRHV_191_211,EL2_211
1023,,,EL2_211,TRHV_211_212,EL2_212
1024,,,EL2_213,TRHV_213_212,EL2_212
1025,,,EL2_212,TRHV_212_213,EL2_213
1026,,,EL2_214,TRHV_214_213,EL2_213
1027,,,EL2_234,TRHV_234_214,EL2_214
1028,,,EL2_213,TRHV_213_214,EL2_214
1029,,,EL2_194,TRHV_194_214,EL2_214
1030,,,EL2_236,TRHV_236_216,EL2_216
1031,,,EL2_196,TRHV_196_216,EL2_216
1032,,,EL2_250,TRHV_250_230,EL2_230
1033,,,EL2_231,TRHV_231_230,EL2_230
1034,,,EL2_210,TRHV_210_230,EL2_230
1035,,,EL2_230,TRHV_230_231,EL2_231
1036,,,EL2_211,TRHV_211_231,EL2_231
1037,,,EL2_254,TRHV_254_234,EL2_234
1038,,,EL2_214,TRHV_214_234,EL2_234
1039,,,EL2_256,TRHV_256_236,EL2_236
1040,,,EL2_216,TRHV_216_236,EL2_236
1041,,,EL2_230,TRHV_230_250,EL2_250
1042,,,EL2_274,TRHV_274_254,EL2_254
1043,,,EL2_255,TRHV_255_254,EL2_254
1044,,,EL2_234,TRHV_234_254,EL2_254
1045,,,EL2_275,TRHV_275_255,EL2_255
1046,,,EL2_254,TRHV_254_255,EL2_255
1047,,,EL2_256,TRHV_256_255,EL2_255
1048,,,EL2_276,TRHV_276_256,EL2_256
1049,,,EL2_255,TRHV_255_256,EL2_256
1050,,,EL2_236,TRHV_236_256,EL2_256
1051,,,EL2_290,TRHV_290_272,EL2_272
1052,,,EL2_273,TRHV_273_272,EL2_272
1053,,,EL2_272,TRHV_272_273,EL2_273
1054,,,EL2_274,TRHV_274_273,EL2_273
1055,,,EL2_273,TRHV_273_274,EL2_274
1056,,,EL2_275,TRHV_275_274,EL2_274
1057,,,EL2_254,TRHV_254_274,EL2_274
1058,,,EL2_293,TRHV_293_275,EL2_275
1059,,,EL2_274,TRHV_274_275,EL2_275
1060,,,EL2_276,TRHV_276_275,EL2_275
1061,,,EL2_255,TRHV_255_275,EL2_275
1062,,,EL2_294,TRHV_294_276,EL2_276
1063,,,EL2_275,TRHV_275_276,EL2_276
1064,,,EL2_256,TRHV_256_276,EL2_276
1065,,,EL2_307,TRHV_307_289,EL2_289
1066,,,EL2_290,TRHV_290_289,EL2_289
1067,,,EL2_308,TRHV_308_290,EL2_290
1068,,,EL2_289,TRHV_289_290,EL2_290
1069,,,EL2_272,TRHV_272_290,EL2_290
1070,,,EL2_311,TRHV_311_293,EL2_293
1071,,,EL2_294,TRHV_294_293,EL2_293
1072,,,EL2_275,TRHV_275_293,EL2_293
1073,,,EL2_312,TRHV_312_294,EL2_294
1074,,,EL2_293,TRHV_293_294,EL2_294
1075,,,EL2_295,TRHV_295_294,EL2_294
1076,,,EL2_276,TRHV_276_294,EL2_294
1077,,,EL2_313,TRHV_313_295,EL2_295
1078,,,EL2_294,TRHV_294_295,EL2_295
1079,,,EL2_323,TRHV_323_306,EL2_306
1080,,,EL2_307,TRHV_307_306,EL2_306
1081,,,EL2_324,TRHV_324_307,EL2_307
1082,,,EL2_306,TRHV_306_307,EL2_307
1083,,,EL2_308,TRHV_308_307,EL2_307
1084,,,EL2_289,TRHV_289_307,EL2_307
1085,,,EL2_325,TRHV_325_308,EL2_308
1086,,,EL2_307,TRHV_307_308,EL2_308
1087,,,EL2_309,TRHV_309_308,EL2_308
1088,,,EL2_290,TRHV_290_308,EL2_308
1089,,,EL2_326,TRHV_326_309,EL2_309
1090,,,EL2_308,TRHV_308_309,EL2_309
1091,,,EL2_328,TRHV_328_311,EL2_311
1092,,,EL2_312,TRHV_312_311,EL2_311
1093,,,EL2_293,TRHV_293_311,EL2_311
1094,,,EL2_329,TRHV_329_312,EL2_312
1095,,,EL2_311,TRHV_311_312,EL2_312
1096,,,EL2_313,TRHV_313_312,EL2_312
1097,,,EL2_294,TRHV_294_312,EL2_312
1098,,,EL2_312,TRHV_312_313,EL2_313
1099,,,EL2_295,TRHV_295_313,EL2_313
1100,,,EL2_324,TRHV_324_323,EL2_323
1101,,,EL2_306,TRHV_306_323,EL2_323
1102,,,EL2_338,TRHV_338_324,EL2_324
1103,,,EL2_323,TRHV_323_324,EL2_324
1104,,,EL2_325,TRHV_325_324,EL2_324
1105,,,EL2_307,TRHV_307_324,EL2_324
1106,,,EL2_339,TRHV_339_325,EL2_325
1107,,,EL2_324,TRHV_324_325,EL2_325
1108,,,EL2_326,TRHV_326_325,EL2_325
1109,,,EL2_308,TRHV_308_325,EL2_325
1110,,,EL2_340,TRHV_340_326,EL2_326
1111,,,EL2_325,TRHV_325_326,EL2_326
1112,,,EL2_309,TRHV_309_326,EL2_326
1113,,,EL2_329,TRHV_329_328,EL2_328
1114,,,EL2_311,TRHV_311_328,EL2_328
1115,,,EL2_328,TRHV_328_329,EL2_329
1116,,,EL2_312,TRHV_312_329,EL2_329
1117,,,EL2_338,TRHV_338_337,EL2_337
1118,,,EL2_323,TRHV_323_337,EL2_337
1119,,,EL2_349,TRHV_349_338,EL2_338
1120,,,EL2_339,TRHV_339_338,EL2_338
1121,,,EL2_324,TRHV_324_338,EL2_338
1122,,,EL2_350,TRHV_350_339,EL2_339
1123,,,EL2_338,TRHV_338_339,EL2_339
1124,,,EL2_340,TRHV_340_339,EL2_339
1125,,,EL2_325,TRHV_325_339,EL2_339
1126,,,EL2_351,TRHV_351_340,EL2_340
1127,,,EL2_339,TRHV_339_340,EL2_340
1128,,,EL2_326,TRHV_326_340,EL2_340
1129,,,EL2_349,TRHV_349_348,EL2_348
1130,,,EL2_356,TRHV_356_349,EL2_349
1131,,,EL2_350,TRHV_350_349,EL2_349
1132,,,EL2_338,TRHV_338_349,EL2_349
1133,,,EL2_357,TRHV_357_350,EL2_350
1134,,,EL2_349,TRHV_349_350,EL2_350
1135,,,EL2_351,TRHV_351_350,EL2_350
1136,,,EL2_339,TRHV_339_350,EL2_350
1137,,,EL2_350,TRHV_350_351,EL2_351
1138,,,EL2_340,TRHV_340_351,EL2_351
1139,,,EL2_357,TRHV_357_356,EL2_356
1140,,,EL2_349,TRHV_349_356,EL2_356
1141,,,EL2_356,TRHV_356_357,EL2_357
1142,,,EL2_350,TRHV_350_357,EL2_357
1143,,,EL2_3,TRHV_3_377,EL2_377
1144,,,EL2_378,TRHV_378_377,EL2_377
1145,,,EL2_4,TRHV_4_378,EL2_378
1146,,,EL2_377,TRHV_377_378,EL2_378
1147,,,EL2_7,TRHV_7_6,EL2_6
1148,,,EL2_7,TRHV_7_14,EL2_14
1149,,,EL2_102,TRHV_102_85,EL2_85
1150,,,EL2_102,TRHV_102_101,EL2_101
1151,,,EL2_102,TRHV_102_103,EL2_103
1152,,,EL2_102,TRHV_102_119,EL2_119
1153,,,EL2_337,TRHV_337_323,EL2_323
1154,,,EL2_348,TRHV_348_337,EL2_337
1155,,,EL2_337,TRHV_337_338,EL2_338
1156,,,EL2_337,TRHV_337_348,EL2_348
1157,,,EL2_348,TRHV_348_349,EL2_349
